#묶음	번호	식별자	EN	JP	KO
0	23	MA_DELETE_UNPAID_SHOP	Are you sure you want to delete this?\nSince it has not been in your park for at least a month, it won't cost you anything.	設置して１ヶ月以内だから、\n撤去の費用はかからないみたい…	
0	24	MA_CONFIRM_FIRE	Do you really want to fire this employee?	本当に、このスタッフを解雇しますか？	
0	25	MA_MANAGEMENT_DESCRIPTION	Adjust management settings on this screen.<P>To confirm selections, check or circle the icons with the stylus.	この画面では、経営に関する設定を行います。<P>選択の決定は、\nタッチペンでアイコンをチェック\nあるいは○で囲んでください。	
0	26	MA_STOCK_SCREEN	Order raw materials necessary for shops and manage inventory.	ショップで必要な\n原材料の発注、在庫管理を行います。	
0	27	MA_GRAPH_DESCRIPTION	Use graphs to get an understanding of theme park finances.	テーマパークの経済推移状況を、\nグラフで把握できます。	
0	28	MA_VISITOR_DESCRIOTION	View the results of questionnaires given to park visitors.	来場したお客様の感想をアンケート集計した、\n統計結果を参照できます。	
0	29	MA_LITS_DESCRIPTION	Use this database to view charts on park attractions, facilities, and staff.	テーマパーク内の施設、設置物、スタッフを、\n表形式で一覧できるデータベースです。	
0	30	MA_BANK_DETAILS	Access the bank. Apply for loans and make loan payments.	銀行を利用します。\n借入れ金の申し出と、返済を行います。	
0	31	MA_RESEARCH_DESCRIPTION	Develop new facilities, remodel existing facilities, and train staff members.	新しい設備の開発、\n既存の設備の改良、\nスタッフの研修を行います。	
0	32	MA_STORAGE_SCREEN	Buy and sell stocks.	株の売買を行います。	
0	33	MA_ADMISSION_PRICE	Raise or lower park admission prices.	入場料の値上げ、値下げを行います。	
0	34	MA_EXPAND_WAREHOUSE	Research and development results announced! You can now store %d of each type of merchandise!	研究開発の成果が報告されました！\n１商品あたり\n%dの在庫保管が可能となります！	
0	35	MA_STOCK_AVAIL_MSG	You can store %d of each type of merchandise.	現在１商品あたり、\n%dの在庫保管が可能です。	
0	36	MA_STOCK_COUNT_MSG	This is %s.	%sの在庫です。	
0	37	MA_STOCK_ORDER_MSG	Set the amount to be ordered, then tap the OK icon.	発注数が決まりましたら、\nＯＫアイコンをタッチしてください。	
0	38	MA_STOCK_ORDERED_MSG	<1>You ordered %s. Delivery will be %s.	<1>%sを発注、しましたぁ！\n納品予定は%sを予定しています。	
0	39	MA_BANK_HELP	After adjusting the amount, tap the LOAN TAKEN OUT button to borrow, and the LOAN REPAID button to pay back loans.	金額を入力後、借入れは”借入れ”アイコンを、\n返済は”借入れ返済”アイコンを\nタッチしてください。	
0	40	MA_BANK_PAY_MSG	Tap this button if you want to make a loan payment.	借入れ金の返済を行いたい場合、\nこちらのボタンをタッチしてください。	
0	41	MA_BANK_LOAN_MSG	Tap this button if you want to apply for a loan.	借入れを行いたい場合、\nこちらのボタンをタッチしてください。	
0	42	MA_BANK_LOANED_MSG	<1>You got %s from the bank! Yay!	<1>銀行から%sを借入れ、しましたぁ！	
0	43	MA_BANK_PAYED_MSG	<1>You paid %s back to the bank! Way to go!	<1>銀行に%s返済、しましたぁ！	
0	44	MA_RAD_HELP	Develop new facilities, remodel existing facilities, and train staff members on this screen.<P>To confirm selections, check or circle the icon with the stylus.	この画面では新しい設備の開発、\n既存の設備の改良、\nスタッフの研修を行います。<P>選択の決定は、\nタッチペンでアイコンをチェック\nあるいは○で囲んでください。	
0	45	MA_RAD_NEW_RIDE_DES	Develop a new ride. Be sure to plan wisely to keep your guests entertained.	新しいアトラクションを開発します。\nお客さんを飽きさせない為にも、\n積極的に投資しましょう。	
0	46	MA_RAD_UP_RIDE_DES	Remodel a ride. This allows you to increase the number of visitors on the ride and the number of staff while keeping costs low.	アトラクションを改良します。\n最大定員数の増加と、\n設備費用を低く抑える効果が期待できます。	
0	47	MA_RAD_NEW_SHOP_DES	Develop a new shop. New merchandise adds to the park's revenues.	新しいショップを開発します。\n新しいショップの商品は、\nテーマパークの収益に貢献するでしょう。	
0	48	MA_RAD_TRAIN_STAFF_DES	Train staff members. A well-trained staff provides the best possible service.	スタッフの研修を行います。\n高度な教育を受けたスタッフは、\nよりよいサービスを提供するでしょう。	
0	49	MA_RAD_NEW_FAC_DES	Develop new facilities. Management of facilities has a strong impact on the appearance and hygiene of the park.	新しい施設を開発します。\n施設の充実は、テーマパークの景観と\n衛生面に強く影響を与えます。	
0	50	MA_RAD_UP_FAC_DES	Remodel facilities. This will expand storage capabilities and improve bus services.	施設の改修を行います。具体的には、\n倉庫の拡張と送迎バスの大型化を行います。	
0	51	MA_RAD_NEW_RIDE_MSG	Set a new Research budget. Tap the OK icon when the amount has been set.	新しい開発費用を入力します。\n金額を入力後、\nＯＫアイコンをタッチしてください。	
0	52	MA_RAD_CONFIRMED0_MSG	<1>It's gonna cost you %s from now on! Don't forget, it'll be taken from your account automatically each month.	<1>新しい費用は%sとなりました！\n設定された金額は、\n毎月の引き落しとなるから注意してね。	
0	53	MA_SHARE_HELP	After entering in the price, tap the BUY button to buy stocks, and tap the SELL button if you would like to sell stocks.	金額を入力後、株の購入は”買う”アイコンを、\n売却は”売る”アイコンをタッチして下さい。	
0	54	MA_SHARE_BUY	<1>You got %d shares of %s! Yay!	<1>%s株を\n%d購入、しましたぁ！	
0	55	MA_SHARE_SELL	<1>You sold %d shares of %s! Way to go!	<1>%s株を\n%d売却、しましたぁ！	
0	56	MA_ADMISSION_HELP	Set a new admission price. Tap the OK icon when the amount has been set.	新しい入場料を入力します。\n金額を入力後、\nＯＫアイコンをタッチしてください。	
0	57	MA_ADMISSION_CONFIRMED	<1>Admission price is now %s.	<1>新しい入場料は%sとなりましたぁ！	
0	58	MA_SETTINGS_DESCRIPTION	Adjust settings for individual systems on this screen.<P>To confirm selections, check or circle icons with the stylus.	この画面では、各種システムの設定を行います。<P>選択の決定は\nタッチペンでアイコンをチェック、\nあるいは○で囲んでください。	
0	59	MA_GAME_SPEED	Adjust overall game speed.	ゲーム全体の進行速度を切り替えます。	
0	60	MA_MAP_BOX	Display the entire park map. Use the stylus to travel directly to any location you like.	全体マップを表示します。\nタッチペンで目的の場所へ\nダイレクトに移動が可能です。	
0	61	MA_SOUND_DESCRIPTION	Change the game music.	ゲーム中に流れる音楽を変更します。	
0	62	MA_SAVE_DESCRIPTION	Save current game progress.	途中経過をセーブします。	
0	63	MA_LOAD_DESCRIPTION	Load a saved game.	セーブデータをロードします。	
0	64	MA_GIVEUP_DESCRIPTION	Give up building the current park and return to the Country selection screen.	この国のテーマパーク経営から手を引きます。	
0	65	MA_GAME_SPEED_HELP	Adjust the speed at which the park operates. Tap one of the four speed level triangles on the bar below.	ゲームの進行速度を切り替える事ができます。\n画面中央のスピードゲージを\nタッチしてください。	
0	66	MA_SOUND_HELP	Change the game music. Tap the icon to take a listen. Check or circle the icon to confirm your selection.	ゲーム中の音楽を変更します。\nアイコンをタッチして試聴。\nチェック、あるいは○で決定となります。	
0	67	MA_SAVE_HELP	Save current game progress. 	途中経過をセーブします。\nよろしければ\nＯＫアイコンをタッチしてください。	
0	68	MA_SAVE_PROGRESS	<1>Saving... Don't turn off the power, OK?	<1>ただいまセーブ中。\nセーブが完了するまで、\n電源をＯＦＦにしないでね。	
0	69	MA_SAVE_END	<2>Save complete! Yay!	<2>お待たせ、セーブ完了しましたぁ！	
0	70	MA_LOAD_HELP	Load a saved game. Tap the OK icon to load a game.	セーブデータをロードします。\nよろしければ\nＯＫアイコンをタッチしてください。	
0	71	MA_LOAD_PROGRESS	<1>Loading... Hold your horses, OK?	<1>ただいまロード中、もう少し待ってて…	
0	72	MA_LOAD_END	<2>Load complete! Your in-progress game is ready to go! Yay!	<2>ロード完了しましたぁ！\n中断データからゲームを再開するね。	
0	73	MA_GIVEUP_CONFIRM	<1>Give up building the current park and return to the Country selection screen. All of your unsaved game data will be lost. Is that OK?	<1>ギブアップします。セーブしていないと、\nプレーデータは無くなっちゃうけど…\nそれでもいい？	
0	74	MA_RIDE_INFO	Try tapping the various icons. It's possible to make all kinds of adjustments to individual rides.	色々なアイコンにタッチしてみてください。\nアトラクション毎に\n様々な調整を行うことが可能です。	
0	75	MA_MAX_PEEPS	Change the ride's single-ride capacity. Tap the cursor to adjust.	アトラクションの１回あたりの\n定員数を変更します。カーソルをタッチして\n数値を調整してください。	
0	76	MA_REPAIR	This shows the ride's durability. Tap the gauge to have Mechanics make repairs.	アトラクションの耐久度を表します。\nゲージをタッチすると、\nメカニックが修理を行います。	
0	77	MA_SPEED	Change the ride's operating speed. Tap the gauge to adjust. Faster rides need repairs more often.	アトラクションの運転速度を変更します。\nゲージをタッチすると、\n運転速度が変更されます。	
0	78	MA_TIME	Change the ride's single-ride duration. Tap the gauge to adjust.	アトラクションの１回あたりの\n運転時間を変更します。ゲージをタッチして\n時間を変更してください。	
0	79	MA_RIDE_INFO_SHOP	The shop's current status. You can adjust prices and the amount of additives used.	このショップの現在の状態です。\n販売価格、味付け量の変更が可能です。	
0	80	MA_INFO_SIDE_HELP	The sideshow's current status. You can adjust winning percentages, prize values and play costs.	このサイドゲームの現在の状態です。\n勝率、景品価格、ゲーム料金の変更が可能です。	
0	81	MA_INFO_GURD_HELP	The Guard's current status. You can adjust his salary and placement.	このガードマンの現在の状態です。\n給与の変更、配置位置の移動が可能です。	
0	82	MA_MOVE_STAFF	<1>You want to move the %s, right? Pick a new position for %s and tap the OK icon.	<1>%sさんの配置位置を変更だね。\n%sさんの配置位置を指定した後、\nＯＫアイコンをタッチしてみて。	
0	83	MA_RIDE_INFO_STAFF	The Entertainer's current status. You can adjust his salary and placement.	このエンターテナーの現在の状態です。\n給与の変更、配置位置の移動が可能です。	
0	84	MA_MOVE_STAFF2	<1>You want to move the Entertainer, right? Pick a new position and tap the OK icon.	<1>エンターテナーさんの配置位置を変更だね。\n配置位置を指定した後、\nＯＫアイコンをタッチしてみて。	
0	85	MA_INFO_HANDY_HELP	The Handyman's current status. You can adjust his salary, placement and cleaning area.	このスイーパーの現在の状態です。\n給与の変更、配置位置の移動、\n清掃範囲の指定が可能です。	
0	86	MA_MOVE_STAFF3	<1>You want to move the Handyman, right? Pick a new position and tap the OK icon.	<1>スイーパーさんの配置位置を変更だね。\n配置位置を指定した後、\nＯＫアイコンをタッチしてみて。	
0	87	MA_PLACE_HANDYMAN_ROUTE	<1>You want to set the Handyman's cleaning route? Use the stylus and set the starting point of the cleaning route.<P>Handymen can clean more than one area so you can choose more than one starting point. Choose 'em, and tap the OK icon.	<1>このスイーパーさんの清掃ルートを\n指定するんだね。まず、清掃範囲の基点を\nタッチペンで指定して。<P>清掃範囲の基点は複数指定可能だょ。\n範囲が決まったら、ＯＫアイコンをタッチして。	
0	88	MA_INFO_MECA_HELP	The Mechanic's current status. You can adjust his salary, placement, and maintenance area.	このメカニックの現在の状態です。\n給与の変更、配置位置の移動、修理する\nアトラクションの指定が可能です。	
0	89	MA_MOVE_STAFF4	<1>You want to move the Mechanic, right? Pick a new position and tap the OK icon.	<1>メカニックさんの配置位置を変更だね。\n配置位置を指定した後、\nＯＫアイコンをタッチしてみて。	
0	90	MA_MECANIC_REPAIR	<1>This Mechanic's good to go! Tap the ride you want repaired, OK?	<1>このメカニックさんを修理に向かわせるんだね。\n修理したいアトラクションをタッチしてみて。	
0	91	MA_ERASER	<1>The "Erase" icon is displayed on the right-hand side now. You can use the stylus to erase anything on the screen.	<1>消しゴムアイコン、今ＯＮになってるね。\nタッチペンで様々な施設が撤去できる状態だよ！	
0	92	MA_WAREHOUSE_FULLMODE	The warehouse and inventory controls can only be accessed in "Full" mode.	在庫管理は、｢なんでもできる｣モードで\n行ってください。	
0	93	MA_RESEARCH_SANDBOX	Research can't be done in "Sandbox" mode.	｢つくるのが楽しい｣モードでは、\n研究を行うことができません。	
0	94	MA_STOCK_DISABLE	You can only trade stocks in "Full" mode.	このゲームモードでは、\n株取引を行うことができません。	
0	95	MA_CONTINUE_NEXT_COUNTRY	<1>When you are ready to sell your park and go to another country, go to the "System" menu and choose "Next country".	<1>売却をキャンセルしたよ。\n引き続き、この国をプレーしようね。<P>クリアした履歴が保存されてないよぉ。\n中断する時はセーブを忘れちゃダメだよ！<P>次の国をプレーしたいの？\nゲームアイコン”システム”から\n”次の国へ”を選択してね！	
0	96	MA_SELL_CONFIRM	<1>To make another park, you need to sell this one, and won't be able to return to it. Do you want to sell this park?	<1>新しい国をプレーするには、\nセーブの後に今の国を売却しなきゃならないの。<P>一度売却しちゃうと、この国はオーナーの\nものじゃなくなるけど…それでもいい？	
0	97	MA_UNLOCKED_ITEM	You now have access to:	新しい要素が追加されたよ！	
0	98	MA_LEVEL_CLEARED	<2>Congratulations!\nYou've cleared this country.\nLet's go to another country!	<2>やったー！クリアノルマを達成したよー！\nよーし、新しい国へ向かおうよ！	
0	99	MA_PARK_SOLD	<1>You've sold your park! 	<1>この国を売却するね。売却手続きの為\nセーブするよ。ちょっと待っててね…	
0	100	M_LOAD_PROFILE_END	<2>Load complete!	<2>ロード完了しましたぁ！	
0	101	MA_PLACE_TUBE	<1>Place the Water Slide house alongside the water slide course. Remember, the course needs to form a complete loop.	<1>ウォータースライダーは、\n環状に繋がった専用コースに\n隣接させて設置してね！	
0	102	MA_PLACE_GOKART	<1>Place the Go-Kart house alongside the go-kart course. Remember, the course needs to form a complete loop.	<1>ゴーカートは、\n環状に繋がった専用コースに\n隣接させて設置してね！	
0	103	MA_GAME_OVER	<4>Oh, no! We're... bankrupt! This means... this means... we're gonna have to close the park!	<4>やだ、破産だって！\nパークが閉園になっちゃったよぉ。\nモカじゃ役に立てなかったのかな…	
0	104	MA_OUT_OF_THING	<1>Oops, there is too much stuff in your park!<P>To build more stuff, you have to first remove some existing things!<P>Gosh, I had a closet like that, once... 	<1>これ以上配置できないよぉ…\n新たに配置したいなら、設置物を撤去してね！	
0	105	MA_OUT_OF_STAFF	<1>Oops, there's too much stuff in your park.<P>To place a new staff member, make some room first, by removing existing things.	<1>これ以上スタッフさん雇用できないよぉ…\n新たにスタッフさんを雇用したいなら、\n設置物を減らしてね！	
0	106	MA_OUT_OF_CUSTOMER	<1>Oops, there's too much stuff in your park. Even your customers won't be able to enter!<P>Make some more room by removing existing things.	<1>これ以上お客さんが遊びに来れないみたい…\nさらにお客さんを招き入れたいなら、\n設置物を撤去してね！	
0	107	MA_WOODEN_COST	<1>Big Dipper rails cost %s apiece.	<1>ウッドコースターのレールを敷設中です。\nレールの敷設には\n%sのコストが発生するよ。	
0	108	MA_TUBE_COST	<1>Roller Coaster rails cost %s apiece.	<1>ジェットコースターのレールを敷設中です。\nレールの敷設には\n%sのコストが発生するよ。	
0	109	MA_MONO_COST	<1>Monorail rails cost %s apiece.	<1>モノレールのレールを敷設中です。\nレールの敷設には\n%sのコストが発生するよ。	
0	110	MA_NEXT_COUNTRY_TITLE	Sell your park and build a new park in a new country.	すでにクリア条件を満たしています。\n新たに別の国でテーマパーク経営を行います。	
0	111	MA_ENDING	Thank you for playing!\nCongratulations!	Thank you for playing!\nおめでとう！\nあなたこそ世界一のテーマパーク王です！	
1	0	CELL1141			
1	1	AT_BANKRUPT	___NOT_USED__DONT_TRANSLATE	___NOT_USED__DONT_TRANSLATE	
1	2	AT_RIDE_OLD	<3>The old %s was a real trooper, but I think it's at the end of its rope. How about replacing it?	<3>長い期間、頑張ってた\n%s。\n疲れてヘトヘトみたい。新しく交換してみれば？	
1	3	AT_SEND_MECANIC	<3>Yikes! %s sounds like it's ready to blow! Better get a mechanic over there on the double!	<3>%sが\n悲鳴を上げてるよ！\n事故が起きる前に、メカニックさん呼ばなきゃ！	
1	4	AT_LOW_STOCK	<4>Hey! We're almost out of %s! I only see %d left in the Warehouse!	<4>%sの在庫が\n減っています。残り%d。\n仕入れ、忘れちゃやだよ！	
1	5	AT_PEOPLE_STUCK	<5>Gosh! A guest is stuck somewhere in the park! Hurry, let's go, it's time for a search and rescue!	<5>はまって出られなくなったお客さんがいます！\n早く居場所探して、助け出さなきゃ！	
1	6	AT_NO_ONE_COMING	<3>Uhm, looks like the admission price is too high. You might want to lower it, you know?	<3>なんだか入場料金が割高みたい。\n入場料の値下げ、したほうがいいかも…	
1	7	AT_STUPID_TICKET_PRICE	<5>You know, you can't keep the admission price this high. Can't you do something and lower it?	<5>今のままじゃ入場料金、高すぎるよ。\n早めの値下げって、できないのかな？	
1	8	AT_TICKETS_MUCH_TOO_EXPENSIVE	<4>The admission price is WAY too high! I don't know what's gotten into you today. Lower the price, will you?	<4>入場料金、高すぎるよ。\n今日のオーナー、モカよくわかんない…\n早く値段戻そ？	
1	9	AT_TICKETS_VERY_EXPENSIVE	<3>Hey, don't you think the admission price is a teensy bit high? You might want to lower it, OK?	<3>入場料金、チョット高くない？\n少し値段、下げてみてもいいんじゃないかな？	
1	10	AT_STOCK_ARRIVED	<1>Remember that shipment of %d %s you ordered? It just arrived!	<1>発注した%sの\n在庫、%d分が\n入荷しました。確認、お願いします。	
1	11	AT_FREE_TICKETS	<3>I know what a sweetheart you are, but you'd better raise the admission price, you know?	<3>オーナーがイイ人だってのは、\nモカも知ってるけど…\n入場料金、もうちょっと上げよ？	
1	12	AT_MAD_TICKET_PRICE	<4>I think the admission price is too low. You keep this up, you're gonna bankrupt the park I helped you build!	<4>入場料金、安すぎるかも。\nこのままじゃ一緒に造ったテーマパーク、\n無くなっちゃうよ…	
1	13	AT_TICKETS_WAY_TOO_CHEAP	<5>Admission price is too low. Let's take it up a bit, OK?	<5>入場料金、安いかも。\nもう少しだけ、値段上げてみよ？	
1	14	AT_TICKETS_MUCH_TOO_CHEAP	<3>Setting the admission price this low is sure to make the guests happy, but I wonder how long the staff will stick around?	<3>この入場料金、\nお客さんはうれしいんだろうけど…\nテーマパークのみんな、ついてくるのかな？	
1	15	AT_TICKETS_VERY_CHEAP	<3>You know, maybe the admission price is too low. If it were up to me, I'd raise it a little.	<3>入場料金、チョット安いかな。\nモカなら、もうちょっと値上げするよ！	
1	16	AT_TOO_MUCH_LITTER	<5>Uhm, in case you hadn't noticed, the park's a mess. Better get a Handyman or two and clean it up -- pronto!	<5>なんか周りがゴミだらけだよ。\nお客さんの苦情が来る前に、\nスイーパーさんに掃除してもらお！	
1	17	AT_TOTAL_SHOPS	<1>With the number of attractions in the park, I think you can put in %d more shops.	<1>アトラクション、これだけあるから\nショップをあと%dだけ、\n造っても大丈夫なはずだよ。	
1	18	AT_TAKE_OUT_LOAN	<5>Having some money problems, huh? Why don't you get the bank to loan you some cash?	<5>お金のやりくり、あまりうまくいってないね。\n銀行に相談してみるのもいいかもね。	
1	19	AT_TOTAL_STAFF	<4>Things aren't looking too well, huh? I hate to say it, but maybe... well, maybe you should get rid of some of the staff.	<4>なかなか思い通りにはならないね。\nモカからは言いにくいけどスタッフ解雇…\nとか、どうかな？	
1	20	AT_MAKE_RIDE_FASTER	<4>Uh-oh! You got some bored guests out there. You might want to try speeding up the rides, OK?<P>Just watch the rides more carefully if you do, because faster rides need more maintenance.	<4>お客さん、退屈してるみたい。\nアトラクションのスピード、上げてみたら？	
1	21	AT_WANDERRING	<5>Hey, umm... some of the guests can't seem to find the exit. Why not put up some Sign Posts to help them?	<5>出口がわからず迷ってるお客さんがいるみたい。\n案内標識を設置してみるのはどうかな？	
1	22	AT_BUY_NEW_RIDE_FOR_BORED_PEOPLE	<2>You know what I would like to ride? A %s! That's what! Can't we add one to the park?	<2>%sみたいな\nアトラクション、モカ乗ってみたいな。\nどうかな？駄目かな？	
1	23	AT_TICKET_PRICE_JUST_RIGHT	<2>Ticket prices for the rides look good! I really like it when people are happy. It makes me happy, too!	<2>入場料の価格設定、丁度いいみたい。\nみんなが楽しい気分って、なんだかうれしいね。	
1	24	AT_TICKETS_SLIGHTLY_TOO_CHEAP	<2>We've got lots of guests coming into the park. Raise the admission price a bit and make some serious dough!	<2>お客さん、いっぱい来てくれてるよ。\nもう少し入場料金を値上げして、\nいっぱい貯金しよ！	
1	25	AT_TICKETS_SLIGHTLY_TOO_EXPENSIVE	<3>Hey, umm... I think our admission price might be a teensy weensy bit high. What do you think? You want to lower it?	<3>ちょっと入場料が高いかも…どうしよっか？\n値段、下げてみる？	
1	26	AT_PUT_SHOP_PRICE_UP	<1>You know the price of %s? I think you should raise it by...%d.	<1>%sの価格、\n%dだけ上げた方がいいんじゃないかな？	
1	27	AT_PUT_SHOP_PRICE_DOWN	<1>You know the price of %s? I think you should lower it by...%d.	<1>%sの価格、\n%dだけ下げた方がいいんじゃないかな？	
1	28	AT_BUY_ENTERTAINER_FOR_BORED_PEOPLE	<4>Some of the guests look super bored. Let's get some entertainers and perk 'em up!	<4>お客さん、つまんなそうにしてるよ。\nエンターテナーさんに\n頑張ってもらうのはどうかな？	
1	29	AT_BAD_SIGN	<5>Some of the guests are getting irked 'cause they can't find the exit. How about putting up Sign Posts? Huh?	<5>出口がわかんなくて、お客さん困ってるみたい。\n案内標識を、もっと設置してみるのはどうかな？	
1	30	AT_RIDES_TOO_FAR_APART	<1>Look, the rides are just too far apart. I bet people'd be happier if they were closer together. I know I sure would.	<1>アトラクション同士の距離が遠いみたい。\nもっと近付ければ、\n客足も良くなるんじゃないかな？	
1	31	AT_QUEUE_LENGTH	<5>Whoa! The lines for %s are terrible! You'd better adjust the length of the queues, you know?	<5>やーん、%sの\n行列が長すぎるよ！\n整列歩道の長さ、調整してみたら？	
1	32	AT_AVG_LEAVING	<3>Listen to this! "Your rides are in stupid places!" "Your park stinks!" Wow! Those are strong complaints!	<3>「アトラクション等の配置が悪い」！\n「全体的に面白くない」？\nお客さん、悪口言ってるよ！	
1	33	AT_RAD_BUS_BECOME_BIG	<2>Check out our remodeled buses! They're HUGE! They can carry %d guests at a time! Way to go, Research Team! Yay!	<2>研究開発、頑張った甲斐あったね。\nバスが大きくなって\n%d人乗れるようになったって！	
1	34	AT_RAD_RIDE_UPGTADE	<2>We have the BEST research and development team! The %s has been upgraded to version %d.%d! How sweet is that?	<2>研究開発、頑張った甲斐あったね。\n%sのバージョン\n%d.%dにアップグレードされたって！	
1	35	AT_SHOP_PRICE_UP	<1>Don't you feel we should increase the price of our %s? I feel %s would be a good price.	<1>%sの価格を、\n値上げしてみない？\n%s位がいいんじゃないかな～。	
1	36	AT_SHOP_PRICE_DOWN	<1>Don't you feel we should lower the price of our %s? I feel %s would be a good price.	<1>%sの価格を、\n値下げしてみない？\n%s位がいいんじゃないかな～。	
1	37	AT_TRAINING_RESULT	<2>Here's the result of staff training. The version of %s has been upgraded to %d.%d!	<2>スタッフ研修の成果だよ！\n%sのバージョンが\n%d.%dにアップグレードされたよー！	
1	38	AT_RAIL_OPEN	<1>Uh oh! umm... I think the rails need to be connected in a loop in order to open this attraction, you know?	<1>このアトラクションを運行する為には、\nレール、又はコースをつなげてね。	
2	0	CELL1541			
