#묶음	번호	식별자	EN	JP	KO
0	12	MA_PLACE_SIGN_DIR	<1>Now, tap a location in which you want to place a Sign Post.	<1>次に案内標識を設置します。\n標識の設置場所をタッチしてください。<P>設置した案内標識は\n同じ所をタッチする事で\n向きを変更する事ができます。	
0	13	MA_PLACE_SIGN_CONFIRM	<1>Finally, set which side the Sign Post should face, then tap the OK icon to finish.	<1>最後に案内標識の向きを指定します。\n方向を指定した後、\nＯＫアイコンをタッチしてください。	
0	14	MA_PLACE_RIDE	<1>Place this attraction. Select a location, then tap the OK icon to finish.	<1>アトラクションを設置します。\n場所を指定後、\nＯＫアイコンをタッチしてください。	
0	15	MA_PLACE_RIDE_ENTRANCE	<1>Next, designate the entrance. Select a location, then tap the OK icon to finish.	<1>次にアトラクションの入口を設置します。\n場所を指定後、\nＯＫアイコンをタッチしてください。	
0	16	MA_PLACE_RIDE_EXIT	<1>Next, designate the entrance. Select a location, then tap the OK icon to finish.	<1>最後に出口を設置します。\n場所を指定後、\nＯＫアイコンをタッチしてください。	
0	17	MA_PLACE_SHOP	<1>Place this shop. Select a location by tapping it with the stylus.	<1>ショップを設置します。\n場所を指定後、\nＯＫアイコンをタッチしてください。	
0	18	MA_PLACE_SCENERY	<1>Place this piece of scenery. Select a location by tapping it with the stylus.	<1>設備を設置します。\n設置したい場所を\nタッチペンでタッチしてください。	
0	19	MA_PLACE_STAFF	<1>Place this employee. Select a location by tapping it with the stylus.	<1>スタッフを配置します。\n配置したい場所を\nタッチペンでタッチしてください。	
0	20	MA_DELETE_PAID_RIDE	This ride cost %s.\nDo you really want to demolish it?	このアトラクションには\n%sの費用がかかっています。\n本当に撤去しますか？	
0	21	MA_DELETE_UNPAID_RIDE	Are you sure you want to delete this?\nSince it has not been in your park for at least a month, it won't cost you anything.	設置して１ヶ月以内なので\nこれを撤去した場合、費用はかかりません。	
0	22	MA_DELETE_PAID_SHOP	This shop cost %s.\nDo you really want to demolish it?	このショップには\n%sの費用がかかっています。\n本当に撤去しますか？	
0	23	MA_DELETE_UNPAID_SHOP	Are you sure you want to delete this?\nSince it has not been in your park for at least a month, it won't cost you anything.	設置して１ヶ月以内なので\nこれを撤去した場合、費用はかかりません。	
0	24	MA_CONFIRM_FIRE	Do you really want to fire this employee?	本当に、このスタッフを解雇しますか？	
0	25	MA_MANAGEMENT_DESCRIPTION	Adjust management settings on this screen.<P>To confirm selections, check or circle the icons with the stylus.	この画面では、経営に関する設定を行います。<P>選択の決定は、\nタッチペンでアイコンをチェック\nあるいは○で囲んでください。	
0	26	MA_STOCK_SCREEN	Order raw materials necessary for shops and manage inventory.	ショップで必要な\n原材料の発注、在庫管理を行います。	
0	27	MA_GRAPH_DESCRIPTION	Use graphs to get an understanding of theme park finances.	テーマパークの経済推移状況を、\nグラフで把握できます。	
0	28	MA_VISITOR_DESCRIOTION	View the results of questionnaires given to park visitors.	来場したお客様の感想をアンケート集計した、\n統計結果を参照できます。	
0	29	MA_LITS_DESCRIPTION	Use this database to view charts on park attractions, facilities and staff.	テーマパーク内の施設、設置物、スタッフを、\n表形式で一覧できるデータベースです。	
0	30	MA_BANK_DETAILS	Access the bank. Apply for loans and make loan payments.	銀行を利用します。\n借入れ金の申し出と、返済を行います。	
0	31	MA_RESEARCH_DESCRIPTION	Develop new facilities, remodel existing facilities and train staff members.	新しい設備の開発、\n既存の設備の改良、\nスタッフの研修を行います。	
0	32	MA_STORAGE_SCREEN	Buy and sell stocks.	株の売買を行います。	
0	33	MA_ADMISSION_PRICE	Raise or lower park admission prices.	入場料の値上げ、値下げを行います。	
0	34	MA_EXPAND_WAREHOUSE	Research and development results announced! You can now store %d of each type of merchandise!	研究開発の成果が報告されました！\n１商品あたり\n%dの在庫保管が可能となります！	
0	35	MA_STOCK_AVAIL_MSG	You can store %d of each type of merchandise.	現在１商品あたり、\n%dの在庫保管が可能です。	
0	36	MA_STOCK_COUNT_MSG	This is %s.	%sの在庫です。	
0	37	MA_STOCK_ORDER_MSG	Set the amount to be ordered, then tap the OK icon.	発注数が決まりましたら、\nＯＫアイコンをタッチしてください。	
0	38	MA_STOCK_ORDERED_MSG	<1>You've ordered %s. Delivery is scheduled on %s.	<1>%sを発注しました！\n納品予定は%sを予定しています。	
0	39	MA_BANK_HELP	After adjusting the amount, tap the LOAN TAKEN OUT button to borrow, and the LOAN REPAID button to pay back loans.	金額を入力後、借入れは”借入れ”アイコンを、\n返済は”借入れ返済”アイコンを\nタッチして下さい。	
0	40	MA_BANK_PAY_MSG	Tap this button if you want to make a loan payment.	借入れ金の返済を行いたい場合、\nこちらのボタンをタッチしてください。	
0	41	MA_BANK_LOAN_MSG	Tap this button if you want to apply for a loan.	借入れを行いたい場合、\nこちらのボタンをタッチしてください。	
0	42	MA_BANK_LOANED_MSG	<1>You've borrowed %s from the bank!	<1>銀行から%sを借入れました！	
0	43	MA_BANK_PAYED_MSG	<1>You've made a payment of %s to the bank!	<1>銀行に%s返済しました！	
0	44	MA_RAD_HELP	Develop new facilities, remodel existing ones and train staff members on this screen.	この画面では新しい設備の開発、\n既存の設備の改良、\nスタッフの研修を行います。<P>選択の決定は、\nタッチペンでアイコンをチェック\nあるいは○で囲んでください。	
0	45	MA_RAD_NEW_RIDE_DES	Develop a new ride. Be sure to plan wisely to keep your guests entertained.	新しいアトラクションを開発します。\nお客さんを飽きさせない為にも、\n積極的に投資しましょう。	
0	46	MA_RAD_UP_RIDE_DES	Remodel a ride. This increases the number of guests that can ride at the same time while keeping costs low.	アトラクションを改良します。\n最大定員数の増加と、\n設備費用を低く抑える効果が期待できます。	
0	47	MA_RAD_NEW_SHOP_DES	Develop a new shop. New merchandise adds to the park's revenues.	新しいショップを開発します。\n新しいショップの商品は、\nテーマパークの収益に貢献するでしょう。	
0	48	MA_RAD_TRAIN_STAFF_DES	Train staff members. Well-trained staff can provide better service.	スタッフの研修を行います。\n高度な教育を受けたスタッフは、\nよりよいサービスを提供するでしょう。	
0	49	MA_RAD_NEW_FAC_DES	Develop new facilities. Having lots of facilities can strongly impact the appearance and hygiene of the park.	新しい施設を開発します。\n施設の充実は、テーマパークの景観と\n衛生面に強く影響を与えます。	
0	50	MA_RAD_UP_FAC_DES	Remodel facilities. This will expand storage capabilities and improve bus services.	施設の改修を行います。具体的には、\n倉庫の拡張と送迎バスの大型化を行います。	
0	51	MA_RAD_NEW_RIDE_MSG	Set new Research budget. Tap the OK icon when the amount has been set.	新しい開発費用を入力します。\n金額を入力後、\nＯＫアイコンをタッチしてください。	
0	52	MA_RAD_CONFIRMED0_MSG	<1>The new Research budget has been set at %s! Don't forget, this amount will be deducted from your account each month.	<1>新しい費用は%sとなりました！\n設定された金額は、毎月の引き落しとなります。\n注意してください。	
0	53	MA_SHARE_HELP	After entering in the price, tap the BUY button to buy stocks, and the SELL button if you would like to sell stocks.	金額を入力後、株の購入は”買う”アイコンを、\n売却は”売る”アイコンをタッチして下さい。	
0	54	MA_SHARE_BUY	<1>You purchased %d shares of %s!	<1>%s株を\n%d購入しました！	
0	55	MA_SHARE_SELL	<1>You sold %d shares of %s!	<1>%s株を\n%d売却しました！	
0	56	MA_ADMISSION_HELP	Set a new admission price. Tap the OK icon when the amount has been set.	新しい入場料を入力します。\n金額を入力後、\nＯＫアイコンをタッチしてください。	
0	57	MA_ADMISSION_CONFIRMED	<1>The new price for admission is %s.	<1>新しい入場料は%sとなりました！	
0	58	MA_SETTINGS_DESCRIPTION	Adjust settings for individual systems on this screen.<P>To confirm selections, check or circle icons with the stylus.	この画面では、各種システムの設定を行います。<P>選択の決定は\nタッチペンでアイコンをチェック、\nあるいは○で囲んでください。	
0	59	MA_GAME_SPEED	Adjust overall game speed.	ゲーム全体の進行速度を切り替えます。	
0	60	MA_MAP_BOX	Display the entire park map. Use the stylus to travel directly to any location you like.	全体マップを表示します。\nタッチペンで目的の場所へ\nダイレクトに移動が可能です。	
0	61	MA_SOUND_DESCRIPTION	Change the game music.	ゲーム中に流れる音楽を変更します。	
0	62	MA_SAVE_DESCRIPTION	Save current game progress.	途中経過をセーブします。	
0	63	MA_LOAD_DESCRIPTION	Load a saved game.	セーブデータをロードします。	
0	64	MA_GIVEUP_DESCRIPTION	Give up building the current park and return to the Country selection screen.	この国のテーマパーク経営から手を引きます。	
0	65	MA_GAME_SPEED_HELP	Adjust the speed at which the park operates. Tap the speed gauge in the center of the screen.	ゲームの進行速度を切り替える事ができます。\n画面中央のスピードゲージを\nタッチしてください。	
0	66	MA_SOUND_HELP	Change the game music. Tap the icon to take a listen. Check or circle the icon to confirm your selection.	ゲーム中の音楽を変更します。\nアイコンをタッチして試聴。\nチェック、あるいは○で決定となります。	
0	67	MA_SAVE_HELP	Save current game progress. Tap the OK icon to save your game.	途中経過をセーブします。\nよろしければＯＫアイコンを\nタッチしてください。	
0	68	MA_SAVE_PROGRESS	<1>Now saving... Please do not turn off the power.	<1>ただいまセーブ中です。\nセーブが完了するまで、\n電源をＯＦＦにしないで下さい。	
0	69	MA_SAVE_END	<2>Save complete!	<2>セーブが完了しました！	
0	70	MA_LOAD_HELP	Load a saved game. Tap the OK icon to load a game.	セーブデータをロードします。\nよろしければＯＫアイコンを\nタッチしてください。	
0	71	MA_LOAD_PROGRESS	<1>Now loading... Please wait.	<1>ただいまロード中です、\nしばらくお待ちください。	
0	72	MA_LOAD_END	<2>Load complete! You can continue playing your game in progress.	<2>ロードが完了しました！\n中断データからゲームを再開します。	
0	73	MA_GIVEUP_CONFIRM	<1>Give up building the current park and return to the Country selection screen. All of your unsaved game data will be lost. Is that OK?	<1>ギブアップします。\n未セーブの場合、現在のプレーデータは\n破棄されます。よろしいですか？	
0	74	MA_RIDE_INFO	Try tapping the various icons. It's possible to make all kinds of adjustments to individual rides.	色々なアイコンにタッチしてみてください。\nアトラクション毎に\n様々な調整を行うことが可能です。	
0	75	MA_MAX_PEEPS	Change the ride's single-ride capacity. Tap the cursor to adjust.	アトラクションの１回あたりの\n定員数を変更します。カーソルをタッチして\n数値を調整してください。	
0	76	MA_REPAIR	This shows the ride's reliability. Tap the gauge to have mechanics make repairs.	アトラクションの耐久度を表します。\nゲージをタッチすると、\nメカニックが修理を行います。	
0	77	MA_SPEED	Change the ride's operating speed. Tap the gauge to adjust. Faster rides need repairs more often.	アトラクションの運転速度を変更します。\nゲージをタッチすると、\n運転速度が変更されます。	
0	78	MA_TIME	Change the ride's single-ride duration. Tap the gauge to adjust.	アトラクションの１回あたりの\n運転時間を変更します。ゲージをタッチして\n時間を変更してください。	
0	79	MA_RIDE_INFO_SHOP	The shop's current status. You can adjust prices and the amount of additives used.	このショップの現在の状態です。\n販売価格、味付け量の変更が可能です。	
0	80	MA_INFO_SIDE_HELP	The sideshow's current status. You can adjust winning percentages, prize values and play costs.	このサイドゲームの現在の状態です。\n勝率、景品価格、ゲーム料金の変更が可能です。	
0	81	MA_INFO_GURD_HELP	The Guard's current status. You can adjust his salary and placement.	このガードマンの現在の状態です。\n給与の変更、配置位置の移動が可能です。	
0	82	MA_MOVE_STAFF	<1>Change the %s's position. When the %s is in the right spot, tap the OK icon.	<1>%sの配置位置を変更します。\n%sの配置位置を指定した後、\nＯＫアイコンをタッチしてください。	
0	83	MA_RIDE_INFO_STAFF	The Entertainer's current status. You can adjust his salary and placement.	このエンターテナーの現在の状態です。\n給与の変更、配置位置の移動が可能です。	
0	84	MA_MOVE_STAFF2	<1>Change the Entertainer's position. When the Entertainer is in the right spot, tap the OK icon.	<1>エンターテナーの配置位置を変更します。\n配置位置を指定した後、\nＯＫアイコンをタッチしてください。	
0	85	MA_INFO_HANDY_HELP	The Handyman's current status. You can adjust his salary, placement and cleaning area.	このスイーパーの現在の状態です。\n給与の変更、配置位置の移動、\n清掃範囲の指定が可能です。	
0	86	MA_MOVE_STAFF3	<1>Change the Handyman's position. When the Handyman is in the right spot, tap the OK icon.	<1>スイーパーの配置位置を変更します。\n配置位置を指定した後、\nＯＫアイコンをタッチしてください。	
0	87	MA_PLACE_HANDYMAN_ROUTE	<1>Set the Handyman's cleaning route. Use the stylus to set the starting point that the Handyman will clean.<P>Handymen can clean multiple areas, so you can establish more than one starting point. Tap the OK icon when you're done.	<1>このスイーパーの清掃ルートを指定します。\n清掃範囲の基点を\nタッチペンで指定してください。<P>清掃範囲の基点は複数指定可能です。\n範囲が決まったら、\nＯＫアイコンをタッチしてください。	
0	88	MA_INFO_MECA_HELP	The Mechanic's current status. You can adjust his salary, placement, and maintenance area.	このメカニックの現在の状態です。\n給与の変更、配置位置の移動、修理する\nアトラクションの指定が可能です。	
0	89	MA_MOVE_STAFF4	<1>Change the Mechanic's position. When the Mechanic is in the right spot, tap the OK icon.	<1>メカニックの配置位置を変更します。\n配置位置を指定した後、\nＯＫアイコンをタッチしてください。	
0	90	MA_MECANIC_REPAIR	<1>This Mechanic is ready to go to work. Tap the ride that needs repair. 	<1>このメカニックを修理に向かわせます。\n修理したいアトラクションを\nタッチしてください。	
0	91	MA_ERASER	<1>Now the "Erase" icon is active. This will allow you to erase objects in your park.	<1>消しゴムアイコンがＯＮになっています。\nタッチペンで様々な施設が撤去できる状態です。	
0	92	MA_WAREHOUSE_FULLMODE	If you prefer to go to the warehouse and personally control the inventory for your shops, you must play in Full mode.	在庫管理は、｢なんでもできる｣モードで\n行ってください。	
0	93	MA_RESEARCH_SANDBOX	Unfortunately, research can not be performed in Sandbox mode.	｢つくるのが楽しい｣モードでは、\n研究を行うことができません。	
0	94	MA_STOCK_DISABLE	You can only trade stocks in "Full" mode.	このゲームモードでは、\n株取引を行うことができません。	
0	95	MA_CONTINUE_NEXT_COUNTRY	<1>When you are ready to sell your park and go to another country, go to the "System" menu and choose "Next country".	<1>売却をキャンセルしました。\n引き続き、この国をプレーします。<P>クリアした履歴は保存されていません。\nゲーム中断の際、忘れずにセーブしましょう。	
0	96	MA_SELL_CONFIRM	<1>To make another park, you need to sell this one, and won't be able to return to it. Do you want to sell this park?	<1>新しい国をプレーする為にはセーブの後、\n今の国を売却する必要があります。<P>一度売却すると、\nこの国はあなたの物では無くなります。\nそれでもよろしいですか？<P>次の国をプレーしたい場合、\nゲームアイコン”システム”から\n”次の国へ”を選択してください。	
0	97	MA_UNLOCKED_ITEM	You now have access to:	以下の要素が追加されました。	
0	98	MA_LEVEL_CLEARED	<2>Congratulations!\nYou've cleared this country.\nLet's go to another country!	<2>おめでとうございます！\nクリアノルマを達成しました！\nさぁ、新しい国へ向かいましょう！	
0	99	MA_PARK_SOLD	<1>You've sold your park! 	<1>この国を売却します。売却手続きの為、\nセーブを行います。しばらくお待ちください。	
0	100	M_LOAD_PROFILE_END	<2>Load complete!	<2>ロードが完了しました！	
0	101	MA_PLACE_TUBE	<1>Place the Water Slide house alongside the water slide course. Remember, the course needs to form a complete loop.	<1>ウォータースライダーは、\n環状に繋がった専用コースに\n隣接させて設置してください。	
0	102	MA_PLACE_GOKART	<1>Place the Go-Kart house alongside the go-kart course. Remember, the course needs to form a complete loop.	<1>ゴーカートは、\n環状に繋がった専用コースに\n隣接させて設置してください。	
0	103	MA_GAME_OVER	<4>Sir, you have unfortunately gone bankrupt... this means we're gonna have to close the park.	<4>オーナー、本日付けで破産を宣告されました…\n残念ながらこのテーマパークは\n閉園となります…	
0	104	MA_OUT_OF_THING	<1>There are too many things in your park. <P>To expand your park, please remove some existing things.	<1>これ以上配置できません。\n新たに配置したい場合、\n設置物を撤去してください。	
0	105	MA_OUT_OF_STAFF	<1>There are too many things in your park.<P>To place a new staff member, make some room by removing existing things.	<1>これ以上スタッフを雇用できません。\n新たにスタッフを雇用したい場合、\n設置物を減らしてください。	
0	106	MA_OUT_OF_CUSTOMER	<1>There are too many things in your park -- even your customers won't be able to enter! Make room by removing existing things.	<1>これ以上お客さんが入園できません。\nさらにお客さんを招き入れたい場合、\n設置物を撤去してください。	
0	107	MA_WOODEN_COST	<1>Big Dipper rails cost %s apiece.	<1>ウッドコースターのレールを敷設中です。\nレールの敷設には%sのコストが\n発生します。	
0	108	MA_TUBE_COST	<1>Roller Coaster rails cost %s apiece.	<1>ジェットコースターのレールを敷設中です。\nレールの敷設には%sのコストが\n発生します。	
0	109	MA_MONO_COST	<1>Monorail rails cost %s apiece.	<1>モノレールのレールを敷設中です。\nレールの敷設には%sのコストが\n発生します。	
0	110	MA_NEXT_COUNTRY_TITLE	You have already achieved your goals for this country. Selling your park to build a new park in a new country.	すでにクリア条件を満たしています。\n新たに別の国でテーマパーク経営を行います。	
0	111	MA_ENDING	Thank you for playing!\nCongratulations!	Thank you for playing!\nおめでとう！\nあなたこそ世界一のテーマパーク王です！	
1	0	CELL1141			
1	1	AT_BANKRUPT	___NOT_USED__DONT_TRANSLATE	___NOT_USED__DONT_TRANSLATE	
1	2	AT_RIDE_OLD	<3>The %s is getting old from years of use. You should replace it with something new.	<3>%sが\n長年の運行で老朽化しているようです。\n新品に取り替えましょう。	
1	3	AT_SEND_MECANIC	<3>Warning! The %s is becoming more and more unreliable. Have a Mechanic repair it before anything serious happens.	<3>%sに\n故障の兆候が見られます。事故が起こる前に、\nメカニックに修理させましょう。	
1	4	AT_LOW_STOCK	<4>You are running low on %s stock. You only have %d left!	<4>%sの在庫が\n残り少なくなっています。\nあと%dしか残っていません。	
1	5	AT_PEOPLE_STUCK	<5>One of your guests has become stuck somewhere in the park! Time for a search and rescue!	<5>はまって身動き取れない\nお客さんがいるようです！\n居場所を探して助け出しましょう！	
1	6	AT_NO_ONE_COMING	<3>The price of admission is too expensive. I recommend lowering the price a bit.	<3>入場料金が割高になっているようです。\n入場料の値下げをお勧めします。	
1	7	AT_STUPID_TICKET_PRICE	<5>More and more guests are choosing not to come because of the high cost of admission. Think about lowering the price!	<5>入場料金が高価すぎる影響で、\n客離れが加速しています。\nここは速やかな値下げをお願いします！	
1	8	AT_TICKETS_MUCH_TOO_EXPENSIVE	<5>The price for admission is way too high! Lower the price before it is too late!	<5>入場料金が常識を逸脱した価格設定です！\n手遅れになる前に、適正価格に戻してください！	
1	9	AT_TICKETS_VERY_EXPENSIVE	<4>The price for admission is a little expensive. You might want to consider lowering it.	<4>入場料金が少々、割高に感じます。\n入場料の値下げを検討してはどうでしょうか？	
1	10	AT_STOCK_ARRIVED	<2>The shipment of %d %s you ordered has arrived.	<2>オーナーが発注した\n%sの在庫、%d分が\n入荷しました。確認お願いします。	
1	11	AT_FREE_TICKETS	<4>The price for admission is way too low! Are you sure you can run the park with such a low price?	<4>博愛精神あふれる、この低価格！\nこのままの入場料金で運営していけるんですか？	
1	12	AT_MAD_TICKET_PRICE	<5>The low price for admission could make us bankrupt some day. Don't say I didn't warn you!	<5>破産しても仕方ない程の、あまりに安い入場料。\nもう、どうなっても知りませんよ！	
1	13	AT_TICKETS_WAY_TOO_CHEAP	<3>The price for admission is too cheap. I recommend raising our prices immediately.	<3>入場料金が安すぎます。\nただちに値上げするよう、強くお勧めします。	
1	14	AT_TICKETS_MUCH_TOO_CHEAP	<5>Our ticket prices are cheap beyond reason! We might as well be doing volunteer work!	<5>現在の入場料金が、ビジネスを度外視した\n超低価格設定となっています。\nまるでボランティアのようです！	
1	15	AT_TICKETS_VERY_CHEAP	<1>We're being a little too generous towards our guests. A slight raise in our admission price won't hurt anyone.	<1>入場料金がお客さんに対して\n寛大すぎると思います。\nもう少し値上げしても問題ないでしょう。	
1	16	AT_TOO_MUCH_LITTER	<4>Our Park is littered with trash, which is a health risk in itself.<P>I'd hire a handyman or two to clean it up before the guests start to complain.	<4>ゴミが散乱しており、非常に不衛生な状況です。\n苦情が来る前に、\nスイーパーを雇って清掃しましょう。	
1	17	AT_TOTAL_SHOPS	<1>We need more shops. Seeing the number of rides that we have, having %d more shops shouldn't hurt.	<1>ショップを増やしましょう。\nアトラクション数の比率を考えると、\n%d軒程度造っても問題ないはずです。	
1	18	AT_TAKE_OUT_LOAN	<1>Looks like you're having trouble making enough money to run your park. You may want to consider getting a loan.	<1>運営の資金繰りで苦労されているようですね。\n銀行からの貸付けも、\n検討してみてはどうでしょうか？	
1	19	AT_TOTAL_STAFF	<4>Not doing too well, are we? Firing some staff can help to reduce costs.	<4>なかなか軌道に乗らないようですね。\nスタッフを解雇するのも、\nコスト削減の手段の一つと考えます。	
1	20	AT_MAKE_RIDE_FASTER	<4>Some of our guests are getting bored. You might want to turn up the speed of some of the rides!	<4>お客さんが退屈しているようです。\nアトラクションのスピードを上げ、\nスリルを演出してみるのも手です。	
1	21	AT_WANDERRING	<1>Some of our guests can't seem to find the exit. Setting up a Sign Post or two might help clear the confusion.	<1>出口がわからず、\n迷っているお客さんがいるようです。\n案内標識を設置してみてはどうでしょうか？	
1	22	AT_BUY_NEW_RIDE_FOR_BORED_PEOPLE	<1>Try adding some rides to make your park more interesting. %s comes to mind.	<1>現状打破、例えば%s\nのようなアトラクションを設置してみるのは\nいかがでしょう？	
1	23	AT_TICKET_PRICE_JUST_RIGHT	<2>The ticket prices for our rides are just about right. Let's keep it that way.	<2>入場料の価格設定が実に的確です。\nこの調子で、着実に成果を上げていきましょう。	
1	24	AT_TICKETS_SLIGHTLY_TOO_CHEAP	<2>We're getting plenty of guests. You might consider raising the price for admission.	<2>客足が順調です。\nもう少し入場料金を値上げしてみても、\n良いのではないでしょうか？	
1	25	AT_TICKETS_SLIGHTLY_TOO_EXPENSIVE	<3>Our price for admission is rather high, considering the current size of our Park. I'd suggest lowering it.	<3>この規模のテーマパークにしては\n入場料が高いと考えます。\n値下げを提案します。	
1	26	AT_PUT_SHOP_PRICE_UP	<1>I recommend raising the price of %s by %d.	<1>%sの価格を、\n%dだけ上げた方が良いと思います。	
1	27	AT_PUT_SHOP_PRICE_DOWN	<1>I recommend reducing the price of %s by %d.	<1>%sの価格を、\n%dだけ下げた方が良いと思います。	
1	28	AT_BUY_ENTERTAINER_FOR_BORED_PEOPLE	<1>I recommend hiring an Entertainer or two to keep our guests happy.	<1>退屈したお客さんを飽きさせないよう、\nエンターテナーの雇用をおすすめします。	
1	29	AT_BAD_SIGN	<1>Many guests are getting lost trying to find the exit. I'd say we need more Sign Posts.	<1>出口がわからず、迷っているお客さんが\n大勢います。案内標識を\nもっと設置するべきだと考えます。	
1	30	AT_RIDES_TOO_FAR_APART	<3>Our rides are placed too far apart. I think our guests would prefer them closer together.	<3>アトラクション同士の距離が遠すぎるようです。\n客足に影響がでます、\nもっと近付けるべきでしょう。	
1	31	AT_QUEUE_LENGTH	<3>The lines for %s are getting too long! You should adjust the queues to prevent this.	<3>%sの行列が\n長いようです。\n整列歩道を適正な長さに整備すべきです。	
1	32	AT_AVG_LEAVING	<4>Some of our guests are complaining that our rides aren't placed very well, and that the park is somewhat boring.	<4>お客さんから「アトラクション等の配置が悪い」\n「全体的に面白くない」といった、\n不満の声が聞かれます。	
1	33	AT_RAD_BUS_BECOME_BIG	<2>The research team has done a great job. Our buses are larger now and can carry up to %d guests!	<2>研究開発の成果が表れたようです。\nバスが大型化され、\n%d人乗れるようになりました！	
1	34	AT_RAD_RIDE_UPGTADE	<2>The Research and Development team have done it again! They've upgraded %s to version %d.%d!	<2>研究開発の成果です！\n%sのバージョンが\n%d.%dにアップグレードされました！	
1	35	AT_SHOP_PRICE_UP	<1>Don't you feel we should increase the price of our %s? I feel %s would be a good price.	<1>%sの価格を、\n値上げしませんか？\n%s程度が適正価格と考えます。	
1	36	AT_SHOP_PRICE_DOWN	<1>Don't you feel we should lower the price of our %s? I feel %s would be a good price.	<1>%sの価格を、\n値下げしませんか？\n%s程度が適正価格と考えます。	
1	37	AT_TRAINING_RESULT	<2>Here is the result of staff training. The version of %s has been upgraded to %d.%d!	<2>スタッフ研修の成果です！\n%sのバージョンが\n%d.%dにアップグレードされました！	
1	38	AT_RAIL_OPEN	<1>In order to open this attraction, the track, rails or course must be connected in a loop.	<1>このアトラクションを運行する為には\nレール、又はコースをつなげる必要があります。	
2	0	CELL1541			
2	1	NT_STAFF_START	<1>Dear me, the labor union wishes to negotiate. A representative is waiting in the other room. Let's go have a chat with the fellow!	<1>労働組合から、労使交渉の申し出がありました。\n代表者が別室で待機中です。\nさぁ、参りましょう！	
2	2	NT_GOODS_START	<1>Hmmm... one of our distributors wants to negotiate the price of goods. Their representative is waiting in the other room.<P>Let's go have a chat with him, shall we?	<1>卸業者から仕入れ値交渉の申し出がありました。\n代表者が別室で待機中です。\nさぁ、参りましょう！	
2	3	NT_AGREE_AND_BASE_UP	<2>Looks like negotiations have gone well! Staff wages will change by %d.%d%%.	<2>交渉は円満解決だったようですね！\n賃金引き上げ率%d.%d%%で\n話がまとまりました。	
2	4	NT_FAIL_AND_STRIKE	<4>Oh no! Looks like talks have broken down! Dissatisfied workers are grumbling and holding a strike near the park entrance!	<4>交渉決裂だったようですね。\n入口付近では不満を口にするスタッフらが、\nストライキを決行しています。	
2	5	NT_AGREE_AND_COST_UP	<2>Looks like negotiations have gone well! The price of goods will change by %d.%d%%.	<2>交渉は円満解決だったようですね！\n仕入れ値引き上げ率%d.%d%%で\n話がまとまりました。	
