#파일	묶음	번호	KO
advice3	0	99	<1>이 나라를 매각할게. 매각 절차를 위해\n세이브할게. 잠깐 기다려 줘…
advice3	0	100	<2>로드 완료했어요~!
advice3	0	101	<1>워터슬라이더는\n고리 모양으로 이어진 전용 코스에\n붙여서 설치해!
advice3	0	102	<1>고카트는\n고리 모양으로 이어진 전용 코스에\n붙여서 설치해!
advice3	0	103	<4>싫어, 파산이래!\n파크가 폐원돼 버렸어~.\n모카는 도움이 안 됐던 걸까…
advice3	0	104	<1>더 이상 배치할 수 없어~…\n새로 배치하고 싶으면 설치물을 철거해!
advice3	0	105	<1>더 이상 직원분을 고용할 수 없어~…\n새로 직원분을 고용하고 싶으면\n설치물을 줄여!
advice3	0	106	<1>더 이상 손님이 놀러 올 수 없나 봐…\n손님을 더 맞이하고 싶으면\n설치물을 철거해!
advice3	0	107	<1>우드코스터 레일을 부설 중이야.\n레일 부설에는\n%s의 비용이 들어.
advice3	0	108	<1>롤러코스터 레일을 부설 중이야.\n레일 부설에는\n%s의 비용이 들어.
advice3	0	109	<1>모노레일 레일을 부설 중이야.\n레일 부설에는\n%s의 비용이 들어.
advice3	0	110	이미 클리어 조건을 달성했습니다.\n새로 다른 나라에서 테마파크를 경영합니다.
advice3	0	111	Thank you for playing!\n축하합니다!\n당신이야말로 세계 제일의 테마파크 왕입니다!
advice3	1	2	<3>오랫동안 열심히 일한\n%s.\n지쳐서 녹초가 됐나 봐. 새로 바꿔 보면 어때?
advice3	1	3	<3>%s이(가)\n비명을 지르고 있어!\n사고 나기 전에 정비공 씨를 불러야 해!
advice3	1	4	<4>%s의 재고가\n줄고 있어. 남은 건 %d개.\n매입, 잊으면 싫어!
advice3	1	5	<5>끼여서 못 나오게 된 손님이 있어!\n빨리 위치를 찾아서 구해 줘야 해!
advice3	1	6	<3>왠지 입장료가 비싼 것 같아.\n입장료 인하, 하는 게 좋을지도…
advice3	1	7	<5>지금 이대로면 입장료가 너무 비싸.\n빨리 내리는 건 안 될까?
advice3	1	8	<4>입장료, 너무 비싸.\n오늘의 오너, 모카는 잘 모르겠어…\n빨리 가격 되돌리자?
advice3	1	9	<3>입장료, 좀 비싸지 않아?\n가격을 조금 내려 봐도 되지 않을까?
advice3	1	10	<1>발주한 %s의\n재고 %d개분이\n입하됐어요. 확인, 부탁해요.
advice3	1	11	<3>오너가 좋은 사람인 건\n모카도 알지만…\n입장료, 조금만 더 올리자?
advice3	1	12	<4>입장료, 너무 싼 것 같아.\n이대로면 같이 만든 테마파크가\n없어져 버릴 거야…
advice3	1	13	<5>입장료, 싼 것 같아.\n조금만 가격 올려 보자?
advice3	1	14	<3>이 입장료,\n손님들은 좋아하겠지만…\n테마파크 모두가 따라올 수 있을까?
advice3	1	15	<3>입장료, 좀 싼가.\n모카라면 조금 더 올릴 거야!
advice3	1	16	<5>왠지 주변이 쓰레기투성이야.\n손님들 불만이 나오기 전에\n청소부 씨한테 청소해 달라고 하자!
advice3	1	17	<1>어트랙션이 이만큼 있으니까\n상점을 %d곳 더\n지어도 괜찮을 거야.
advice3	1	18	<5>돈 관리, 잘 안 되고 있네.\n은행에 상담해 보는 것도 좋을지도.
advice3	1	19	<4>좀처럼 생각대로 안 되네.\n모카가 말하기는 좀 그렇지만 직원 해고…\n같은 건 어떨까?
advice3	1	20	<4>손님, 지루해하는 것 같아.\n어트랙션 속도, 올려 보면 어때?
advice3	1	21	<5>출구를 몰라서 헤매는 손님이 있나 봐.\n안내 표지판을 설치해 보는 건 어때?
advice3	1	22	<2>%s 같은\n어트랙션, 모카 타 보고 싶어.\n어때? 안 될까?
advice3	1	23	<2>입장료 가격 설정, 딱 좋은 것 같아.\n모두가 즐거운 기분이라니, 왠지 기뻐.
advice3	1	24	<2>손님들이 잔뜩 와 주고 있어.\n입장료를 조금 더 올려서\n잔뜩 저금하자!
advice3	1	25	<3>입장료가 좀 비싼 것 같아… 어떡하지?\n가격, 내려 볼래?
advice3	1	26	<1>%s의 가격,\n%d만큼 올리는 게 좋지 않을까?
advice3	1	27	<1>%s의 가격,\n%d만큼 내리는 게 좋지 않을까?
advice3	1	28	<4>손님들, 재미없어 보여.\n엔터테이너 씨한테\n힘내 달라고 하는 건 어때?
advice3	1	29	<5>출구를 몰라서 손님들이 곤란한가 봐.\n안내 표지판을 더 설치해 보는 건 어때?
advice3	1	30	<1>어트랙션끼리 거리가 먼 것 같아.\n더 가깝게 두면\n손님 발길도 늘지 않을까?
advice3	1	31	<5>아잉, %s의\n대기 행렬이 너무 길어!\n대기줄 길이, 조정해 보면 어때?
advice3	1	32	<3>"어트랙션 배치가 나쁘다"!\n"전체적으로 재미없다"?\n손님들이 험담하고 있어!
advice3	1	33	<2>연구 개발, 열심히 한 보람이 있네.\n버스가 커져서\n%d명이 탈 수 있게 됐대!
advice3	1	34	<2>연구 개발, 열심히 한 보람이 있네.\n%s의 버전이\n%d.%d(으)로 업그레이드됐대!
advice3	1	35	<1>%s의 가격을\n올려 보지 않을래?\n%s 정도가 좋지 않을까~.
advice3	1	36	<1>%s의 가격을\n내려 보지 않을래?\n%s 정도가 좋지 않을까~.
advice3	1	37	<2>직원 연수 성과야!\n%s의 버전이\n%d.%d(으)로 업그레이드됐어~!
advice3	1	38	<1>이 어트랙션을 운행하려면\n레일 또는 코스를 이어 줘.
advice3	2	1	<1>노동조합에서 노사 협상을 요청해 왔어요.\n대표자가 별실에서 기다리고 있어요.\n정신 바짝 차려!
advice3	2	2	<1>도매업자가 매입가 협상을 요청해 왔어요.\n대표자가 별실에서 기다리고 있어요.\n정신 바짝 차려!
advice3	2	3	<2>협상 잘 풀린 것 같네, 다행이다~.\n임금 인상률 %d.%d%%(으)로\n이야기가 정리됐어요~!
advice3	2	4	<4>협상이 잘 안 됐네.\n입장 게이트 앞에서 직원분들이 파업\n중인가 봐. 이런 거, 슬프다.
advice3	2	5	<2>협상 잘 풀린 것 같네, 다행이다~.\n매입가 인상률 %d.%d%%(으)로\n이야기가 정리됐어요~!
advice3	2	6	<4>협상이 잘 안 됐네.\n매입가가 10％ 오른 데다\n납품도 중단돼 버릴 거야…
advice3	3	1	<2>올 한 해 수고했어~.\n%s년도 결산 보고를 하겠습니다.\n짝짝짝~!
advice3	3	2	<2>첫해부터 꽤 좋은 출발이네!\n이 기세로 조금씩 같이 힘내자!
advice3	3	3	<4>첫해에는 수입을 얻지 못했습니다.\n다시 한번 기본을 확인해 봐요…<P>…게이트 열려 있는지 확인했어?\n어트랙션이 운행 휴지인 채 아니야?<P>이제 막 시작했고, 모카도 도울 테니까.\n기죽지 말고 천천히 힘내 보자?
advice3	3	4	<4>내년도 결산에서\n파산할 가능성이 매우 높은\n심각한 상황입니다…<P>예를 들어 일시적으로 입장료나 상점 가격을\n대폭 올려서\n재건해 보는 건 어떨까?<P>테마파크가 없어져 버리면 모카,\n어떻게 해야 할지\n모르게 돼 버릴 거야…
advice3	3	5	<4>내년도가 불안한 내용이네요.\n이대로라면 파산할 가능성도\n부정할 수 없어요…<P>새 어트랙션으로 손님을\n잔뜩 불러서\n상점에서 상품을 잔뜩 사게 하는 거야!<P>다시 한번 기본부터 해 보자.\n일단 불필요한 지출을\n철저히 재검토하는 것부터 시작한다든가…
advice3	3	6	<1>적지만…\n수지가 플러스인 건 좋은 느낌이네.\n이 기세로 힘내자.
advice3	3	7	<2>여러 가지가 조금씩 잘 풀리기 시작했네.\n마음 다잡고 같이 힘내자!
advice3	3	8	<2>에헤헤, 역시 오너는 대단하구나.\n모카도 옆에서 일할 수 있어서… 기뻐!
advice3	3	9	<5>…있잖아, 그…\n정말 대단해, 오너.\n모카가 방해가 됐으면 싫은데…
advice3	3	10	<1>기본적인 테마파크의 수입원은\n"입장료"와 "상점 매출"\n이 두 가지야.<P>특히 상점은 중요한 수입원.\n우선 어떻게 상점에 손님을 부를까?\n그걸 생각해 봐.
advice3	3	11	<1>손님을 많이 모으려면 어떻게 해야 할까?\n자자, 오너는 어떻게 하면 좋을 것 같아?<P>새로운 어트랙션일수록\n손님의 흥미를 끌어. 아무튼 우선은\n어트랙션을 설치해 나가자!
advice3	3	12	<1>새 어트랙션으로\n손님을 잔뜩 불러서 상점에서\n상품을 자~뜩 사게 한다!<P>이게 기본적인 흐름. 아무튼 이 흐름은\n잊지 마. 기본 중의 기본이야.\n저~얼대 잊으면 싫어!
advice3	3	13	<1>연구 개발로 여러 가지를 할 수 있게 됐네.\n뭘 해 봐야 할지 망설여지지만…<P>신규 어트랙션 개발, 상점 개발.\n우선 이 두 가지부터\n해 보는 걸 추천, 할까.
advice3	3	14	<1>자사주 배당금은\n꽤 커지니까 조심해야 해!<P>여유가 있다면\n자사주를 사들여 버리는 것도\n괜찮지 않을까?
advice3	3	15	<2>오너, 해냈어~!!\n테마파크 스폰서가\n올해의 경영 자세를 높이 평가했나 봐!<P>총 %s의 보너스가\n임시로 지급된대! 해냈다~!!
advice3	4	1	<1>"자산 가치가 높은" 테마파크 만들기.\n그 지표가 되는 중요한 요소를 설명할게.<P>아무튼 어트랙션, 상점,\n설비의 수를 늘리는 것, 이게 전부야.\n힘내~.
advice3	4	2	<1>인건비를 줄이는 방법을 생각해 보는 건 어때?\n예를 들면 파크를 지키는 경비원 씨 말인데…<P>사람이 몰리는 입구 부근에 한 명만\n고용해도 충분히 열심히 해 줄 거야.\n해 봐.
advice3	4	3	<1>어트랙션, 상점 등의 시설은\n조합을 생각하면\n더 효과적으로 운영할 수 있어.<P>롤러코스터 같은\n과격한 어트랙션 옆에\n음식점을 두지 않았으면 좋겠는데…<P>먹고 나서\n격하게 움직이는 놀이기구를 타면 어떻게 될까?\n왠지 생각만 해도 속이 울렁거려… 그치?
advice3	4	4	<1>어트랙션, 상점 등의 시설은\n조합을 생각하면\n더 효과적으로 운영할 수 있어.<P>나무나 연못 같은 시설의 배치는\n소홀히 할 수 없는 중요한 요소야.<P>나무와 물가는 손님의 마음을 달래\n만족도 향상에 공헌합니다.\n경관도 중요한 요소니까!
advice3	4	5	<1>어트랙션, 상점 등의 시설은\n조합을 생각하면\n더 효과적으로 운영할 수 있어.<P>상상해 봐.\n음식점 근처에 더러운 화장실이 있다면\n오너는 뭘 떠올릴 것 같아?<P>화장실은 음식점에서 떨어뜨려 설치하자.\n나무를 배치해서\n가려 버리는 것도 방법이야.
advice3	4	6	<1>"자산 가치가 높은" 테마파크 만들기.\n그 지표가 되는 중요한 요소를 설명할게.<P>아무튼 어트랙션, 상점,\n설비의 수를 늘리는 것, 이게 전부야.\n힘내~.
advice3	4	7	<1>인건비를 줄이는 방법을 생각해 보는 건 어때?\n예를 들면 파크를 지키는 경비원 씨 말인데…<P>사람이 몰리는 입구 부근에 한 명만\n고용해도 충분히 열심히 해 줄 거야.\n해 봐.
advice3	4	8	<1>어트랙션, 상점 등의 시설은\n조합을 생각하면\n더 효과적으로 운영할 수 있어.<P>롤러코스터 같은\n과격한 어트랙션 옆에\n음식점을 두지 않았으면 좋겠는데…<P>먹고 나서\n격하게 움직이는 놀이기구를 타면 어떻게 될까?\n왠지 생각만 해도 속이 울렁거려… 그치?
advice3	4	9	<1>어트랙션, 상점 등의 시설은\n조합을 생각하면\n더 효과적으로 운영할 수 있어.<P>나무나 연못 같은 시설의 배치는\n소홀히 할 수 없는 중요한 요소야.<P>나무와 물가는 손님의 마음을 달래\n만족도 향상에 공헌합니다.\n경관도 중요한 요소니까!
advice3	4	10	<1>어트랙션, 상점 등의 시설은\n조합을 생각하면\n더 효과적으로 운영할 수 있어.<P>상상해 봐.\n음식점 근처에 더러운 화장실이 있다면\n오너는 뭘 떠올릴 것 같아?<P>화장실은 음식점에서 떨어뜨려 설치하자.\n나무를 배치해서\n가려 버리는 것도 방법이야.
advice3	5	1	<2>더 좋은 테마파크를 목표로 하기 위한\n손님의 불만을 줄이는 테크닉,\n상급편을 알려 줄게.<P>나무를 너무 많이 심으면\n랜드마크가 적어져서\n길을 잃기 쉬워져.<P>표시가 될 시설을 설치하거나\n안내 표지판, 일방통행로를 잘 이용하자.
advice3	5	2	<2>더 좋은 테마파크를 목표로 하기 위한\n손님의 불만을 줄이는 테크닉,\n상급편을 알려 줄게.<P>경비원 씨, 엔터테이너 씨는\n파크 안의 길 안내도 맡길 수 있는\n든든한 직원.<P>헤매기 쉬운 곳에 배치해서 잘 활용하자!
advice3	5	3	<5>엔터테이너 "꼬꼬 군" 씨에게는\n숨겨진 힘이 있어요~.<P>무려 무법자를 격퇴하는\n실력의 소유자이기도 해.\n더욱더~ 힘내 달라고 하자.<P>경비원 씨와 꼬꼬 군 씨가 있으면\n길 안내도 되는 든든한 태그의 탄생이야.
advice3	5	4	<2>손님을 지치지 않게 하는\n여러 가지 테크닉을 소개할게.<P>보도를 만들 때는\n막다른 길을 최대한 줄이는 게 좋고\n단순한 구조를 신경 쓰는 것도 효과적이야.<P>돈에 여유가 있다면\n파크를 빙 한 바퀴 도는\n"모노레일" 설치도 추천해~.
advice3	5	5	<2>어트랙션, 상점은\n경관을 연출해 주면\n수익을 더 올릴 수 있어.<P>워터슬라이더 주위에\n"열대수"를 많이 배치해 봐.<P>이것만으로 남국 느낌이 올라가.\n연출이 효과적으로 작용해서\n집객력이 오를 거야.
advice3	5	6	<2>동선이라 불리는 사람의 움직임과 흐름을 이용한\n비장의 집객 테크닉을 알려 줄게.<P>테마파크가 커지면\n인기가 떨어지는 어트랙션도\n늘어날 거야. 그래서…<P>롤러코스터 같은 인기 어트랙션을\n테마파크 안쪽에 배치해 보는 거야.<P>인기 어트랙션을 향해 온\n손님의 눈에 비인기 어트랙션이\n들어올 테니까…<P>눈에 띌 기회가 늘어서\n사람이 찾아올 가능성도 올라갈 거야.\n상승효과로 이득이야~.
advice3	5	7	<2>더 좋은 테마파크를 목표로 하기 위한\n손님의 불만을 줄이는 테크닉,\n상급편을 알려 줄게.<P>경비원 씨, 엔터테이너 씨는\n파크 안의 길 안내도 맡길 수 있는\n든든한 직원.<P>헤매기 쉬운 곳에 배치해서 잘 활용하자!
advice3	5	8	<5>엔터테이너 "꼬꼬 군" 씨에게는\n숨겨진 힘이 있어요~.<P>무려 무법자를 격퇴하는\n실력의 소유자이기도 해.\n더욱더~ 힘내 달라고 하자.<P>경비원 씨와 꼬꼬 군 씨가 있으면\n길 안내도 되는 든든한 태그의 탄생이야.
advice3	5	9	<2>손님을 지치지 않게 하는\n여러 가지 테크닉을 소개할게.<P>보도를 만들 때는\n막다른 길을 최대한 줄이는 게 좋고\n단순한 구조를 신경 쓰는 것도 효과적이야.<P>돈에 여유가 있다면\n파크를 빙 한 바퀴 도는\n"모노레일" 설치도 추천해~.
advice3	5	10	<2>어트랙션, 상점은\n경관을 연출해 주면\n수익을 더 올릴 수 있어.<P>워터슬라이더 주위에\n"열대수"를 많이 배치해 봐.<P>이것만으로 남국 느낌이 올라가.\n연출이 효과적으로 작용해서\n집객력이 오를 거야.
advice3	5	11	<2>동선이라 불리는 사람의 움직임과 흐름을 이용한\n비장의 집객 테크닉을 알려 줄게.<P>테마파크가 커지면\n인기가 떨어지는 어트랙션도\n늘어날 거야. 그래서…<P>롤러코스터 같은 인기 어트랙션을\n테마파크 안쪽에 배치해 보는 거야.<P>인기 어트랙션을 향해 온\n손님의 눈에 비인기 어트랙션이\n들어올 테니까…<P>눈에 띌 기회가 늘어서\n사람이 찾아올 가능성도 올라갈 거야.\n상승효과로 이득이야~.
