#파일	묶음	번호	KO
advice2	0	106	<1>더 이상 손님이 입장할 수 없는 상태예요.\n손님을 더 맞이하고 싶다면\n설치물을 철거해 주세요.
advice2	0	107	<1>우드코스터 레일을 부설 중이에요.\n레일 부설에는\n%s의 비용이 들겠네요.
advice2	0	108	<1>롤러코스터 레일을 부설 중이에요.\n레일 부설에는\n%s의 비용이 들겠네요.
advice2	0	109	<1>모노레일 레일을 부설 중이에요.\n레일 부설에는\n%s의 비용이 들겠네요.
advice2	0	110	이미 클리어 조건을 달성했습니다.\n새로 다른 나라에서 테마파크를 경영합니다.
advice2	0	111	Thank you for playing!\n축하합니다!\n당신이야말로 세계 제일의 테마파크 왕입니다!
advice2	1	2	<3>장기 운행의 영향으로\n%s이(가) 노후화\n되었어요. 당장 교체해요.
advice2	1	3	<3>%s에서 작동 이상\n을 발견했어요. 사고로 번지기 전에\n정비공을 불러요.
advice2	1	4	<4>%s의 재고가\n눈에 띄게 줄고 있어요.\n남은 건 %d개… 조심하세요.
advice2	1	5	<3>끼여서 못 나오게 된 손님이 있어요!\n빨리 위치를 찾아서 구출해요!
advice2	1	6	<4>입장료, 너무 비싸요! 대체 왜 이래요?\n도산할 수도 있어요, 빨리 다시 생각해요!
advice2	1	7	<5>저기, 이 입장료로는 아무도 안 와요!\n한번 냉정하게 생각해 봐요.\n서둘러 인하를 검토해요!
advice2	1	8	<5>입장료가 상식 밖의 금액이라서인지\n항의가 쇄도하고 있어요!\n지금이라면 늦지 않았어요, 다시 생각해요!
advice2	1	9	<4>입장료가 조금 비싼가…\n조금만 더 내려 보면 어때요?
advice2	1	10	<1>오너, 발주하신\n%s의 재고 %d개분이\n입하됐어요. 나중에 확인하러 가요.
advice2	1	11	<3>오너의 깊은 사랑은 알고 있어요.\n하지만 이건 비즈니스.\n적어도 운영할 수 있는 입장료로 해요!
advice2	1	12	<5>당신은 그렇게 허술한 사람이 아닐 텐데.\n너무 싼 입장료, 어떻게 좀 해요!\n파산 같은 건 싫어요!
advice2	1	13	<1>입장료가 너무 싼 거 아닐까요?\n걱정할 것 없어요, 얼른 올려요.
advice2	1	14	<5>제가 원한 건 자원봉사가 아니라\n테마파크 운영이에요.\n부탁이에요, 입장료를 올려 줘요!
advice2	1	15	<4>당신 마음이 넓은 건 잘 알아요…\n하지만 조금 더\n올려도 괜찮지 않을까요?
advice2	1	16	<5>테마파크가 쓰레기투성이예요.\n더러운 건 싫어요! 불만이 나오기 전에\n청소부를 고용해요!
advice2	1	17	<1>어트랙션 수의 비율로 생각하면\n상점을 %d곳 더\n지어도 괜찮을 것 같아요.
advice2	1	18	<1>자금 마련 때문에 고민 중이에요?\n은행 대출 같은 건 어떨까요?\n당신이라면 잘 해낼 거예요!
advice2	1	19	<3>운영이 흐름을 못 탈 때.\n냉정하게 직원을 해고하는 것도\n하나의 수단이에요.
advice2	1	20	<4>스릴이 부족해서\n지루해하는 손님이 있나 봐요.\n어트랙션 속도를 올려 보면 어때요?
advice2	1	21	<1>출구를 모르는 손님이 있나 봐요.\n안내 표지판을 설치해서\n길을 알려 주세요.
advice2	1	22	<4>너무 매너리즘에 빠졌어요…\n%s 같은\n어트랙션으로 신선함을 줘 보면 어때요?
advice2	1	23	<2>입장료 가격 설정이 매우 적절해요.\n역시 오너,\n잘 알고 계시네요.
advice2	1	24	<1>통계 결과, 지금 상태라면\n입장료를 조금 더 올려도\n문제없다고 봐요. 검토해 보세요.
advice2	1	25	<1>현재 파크 규모를 생각하면\n입장료가 비싸요.\n내리는 게 좋을 거예요.
advice2	1	26	<1>통계 결과, %s의\n가격을 %d만큼 올리는 게\n좋다고 판명됐어요.
advice2	1	27	<1>통계 결과, %s의\n가격을 %d만큼 내리는 게\n좋다고 판명됐어요.
advice2	1	28	<1>지루해하는 손님이 질리지 않게\n엔터테이너를 고용하면 좋을 거예요.
advice2	1	29	<3>출구를 못 찾아 헤매는 손님이 있어요.\n안내 표지판을 더 설치해요.
advice2	1	30	<3>어트랙션 사이 거리가 너무 멀어요.\n더 가깝게 두면 손님 발길도 늘 거예요.
advice2	1	31	<3>%s의 대기 행렬이\n너무 길어요. 대기줄을 적당한 길이로\n다시 정비해요.
advice2	1	32	<3>"어트랙션 배치가 나쁘다",\n"전체적으로 재미없다".\n손님들에게서 항의가 들어오고 있어요.
advice2	1	33	<2>OK.\n연구 개발 결과, 버스가 대형화되었어요.\n%d명이 탈 수 있게 된답니다!
advice2	1	34	<2>OK, 연구 개발 성과예요.\n%s의 버전이\n%d.%d(으)로 업그레이드되었어요!
advice2	1	35	<1>%s의 가격을\n올려 보면 어떨까요?\n%s 정도가 적정 가격일 거예요.
advice2	1	36	<1>%s의 가격을\n내려 보면 어떨까요?\n%s 정도가 적정 가격일 거예요.
advice2	1	37	<2>직원 연수 성과예요.\n%s의 버전이\n%d.%d(으)로 업그레이드되었어요!
advice2	1	38	<1>이 어트랙션을 운행하려면\n레일 또는 코스를\n이어 주세요.
advice2	2	1	<1>노동조합에서 노사 협상을 요청해 왔어요.\n대표자가 별실에서 기다리고 있어요.\n…힘내자.
advice2	2	2	<1>도매업자가 매입가 협상을 요청해 왔어요.\n대표자가 별실에서 기다리고 있어요.\n…힘내자.
advice2	2	3	<2>축하해! 협상이 원만하게 해결됐네!\n임금 인상률\n%d.%d%%(으)로 이야기가 정리됐어!
advice2	2	4	<4>협상 결렬이네…\n입장 게이트 부근에서 불만을 품은 직원들이\n파업을 일으키고 있어…
advice2	2	5	<2>축하해! 협상이 원만하게 해결됐네!\n매입가 인상률\n%d.%d%%(으)로 이야기가 정리됐어!
advice2	2	6	<4>협상 결렬이네…\n매입가 10％ 인상…\n게다가 납품도 중단됐어…
advice2	3	1	<2>오너, 올해도 1년 동안 수고했어!\n%s년도 결산 보고를 할게요.
advice2	3	2	<2>첫해부터 좋은 출발을 한 것 같아!\n이 기세야. 요령을 익혀서 위를 노리자!
advice2	3	3	<4>첫해에는 수입을 못 얻었나…\n여기서 다시 기초를 돌아보자.<P>게이트는 제대로 열려 있었어?\n운행 휴지 중인 어트랙션은 없었어?<P>…아직 막 시작했을 뿐이야.\n서두르지 말고 둘이 함께 힘내자!
advice2	3	4	<4>…밝은 이야기가 아니라서 미안해.\n내년도 결산에서\n파산할 가능성이 높아지고 있어.<P>여기선 일시적으로 입장료와 상점 가격을\n대폭 올려서 재건을 꾀하자.<P>지금은 자존심을 따질 때가 아니야.\n각오를 다져. 난 당신을 믿고 있으니까.
advice2	3	5	<4>내년도가 정말 걱정이야… 솔직히 말하면\n파산할 가능성도 보이기 시작했어…<P>복습이야. 새 어트랙션으로 집객력 향상.\n그리고 상점에서 잔뜩 사게 하는 거야.<P>이 기본을 지키면 분명 괜찮아.\n그리고 불필요한 지출은 없을까?\n다시 한번 확인하자.
advice2	3	6	<2>조금씩 수지가 플러스가 되고 있어.\n이 기세야. 나도 최대한 도울게!
advice2	3	7	<2>경영이 서서히 궤도에 오르기 시작했어!\n그래도 방심은 금물. 천천히, 착실하게!
advice2	3	8	<2>OK! 오너의 수완이 멋지게 발휘되고 있어!\n나도 도울게!\n내년에도 이 기세로 힘내요!
advice2	3	9	<2>당신 정말 대단하네.\n이렇게 멋진 사람과 함께 일할 수 있어서\n지금 이 순간, 무척 행복해…
advice2	3	10	<1>기본적으로 테마파크의 수입원은\n"입장료"와 "상점 매출" 두 가지야.<P>상점은 특히 큰 수입원이야.\n그럼, 어떻게 상점에 손님을 부를까?\n우선 그걸 생각해 보자.
advice2	3	11	<1>손님을 많이 모으고 싶을 때\n우선 어떻게 하면 좋을까?<P>새 어트랙션으로\n손님의 흥미를 끄는 건 어때?\n적극적으로 어트랙션을 설치해 나가자.
advice2	3	12	<1>어트랙션으로 집객력을 높이고\n모인 손님이\n상점에서 쇼핑하게 한다.<P>이게 경영의 기본적인 흐름이야.\n이 흐름을 파악한 뒤에 능숙하게\n테마파크를 경영하자.
advice2	3	13	<1>연구 개발로 많은 걸 할 수 있게 됐어.\n선택지가 늘어나면\n뭐부터 해 볼지 망설여지지?<P>일단\n신규 어트랙션, 상점 개발에\n힘을 쏟아 보면 어떨까?
advice2	3	14	<1>자사주 배당금은\n무시할 수 없는 큰 지출이야.<P>여유가 있다면\n자사주를 사들여 버려도\n좋을지 몰라!
advice2	3	15	<2>오너, 좋은 소식이야.\n테마파크 스폰서가\n올해의 경영 자세를 높이 평가했어.<P>총 %s의 보너스가\n임시로 지급돼요. 축하해!
advice2	4	1	<1>인건비를 줄이는 방법을 생각해 볼래?\n우선 위생 면에서 중요한 청소부 이야기야.<P>청소 구역 지정 기능, 쓰고 있어?\n더러워지기 쉬운 곳을\n집중적으로 청소하게 할 수 있어.<P>직원을 많이 고용하는 것보다\n이 기능을 잘 이용해 보면 어떨까?
advice2	4	2	<1>적은 인원이라도 효율적으로 운용하면\n인건비를 크게 줄일 수 있어.<P>목적지로 직원을 직접 옮기는\n핀셋 기능, 알고 있지?\n이걸 효과적으로 써 보자.
advice2	4	3	<1>더 좋은 테마파크를 목표로 하려면\n손님 입장에서 생각하는\n발상의 전환이 필요해.<P>무법자를 내버려 두면 손님이 무서워해.\n경비원을 고용해서 일찌감치 격퇴하자.
advice2	4	4	<1>더 좋은 테마파크를 목표로 하려면\n손님 입장에서 생각하는\n발상의 전환이 필요해.<P>줄 서는 손님의 지루함은 곧 불만이 돼.\n손님이 질리지 않게 신경 쓰는 게 중요해.<P>엔터테이너를 배치하거나\n대기줄에 나무를 늘어놓기만 해도\n기분을 풀어 줄 수 있어!
advice2	4	5	<1>더 좋은 테마파크를 목표로 하려면\n손님 입장에서 생각하는\n발상의 전환이 필요해.<P>손님이 파크 안을 오래 걸어 다니면\n지쳐서 돌아가 버려.<P>안내 표지판, 일방통행로를 써 보자.\n개수는 신경 쓰지 마.\n우선 당신 마음대로 배치해 봐.
advice2	4	6	<1>인건비를 줄이는 방법을 생각해 볼래?\n우선 위생 면에서 중요한 청소부 이야기야.<P>청소 구역 지정 기능, 쓰고 있어?\n더러워지기 쉬운 곳을\n집중적으로 청소하게 할 수 있어.<P>직원을 많이 고용하는 것보다\n이 기능을 잘 이용해 보면 어떨까?
advice2	4	7	<1>적은 인원이라도 효율적으로 운용하면\n인건비를 크게 줄일 수 있어.<P>목적지로 직원을 직접 옮기는\n핀셋 기능, 알고 있지?\n이걸 효과적으로 써 보자.
advice2	4	8	<1>더 좋은 테마파크를 목표로 하려면\n손님 입장에서 생각하는\n발상의 전환이 필요해.<P>무법자를 내버려 두면 손님이 무서워해.\n경비원을 고용해서 일찌감치 격퇴하자.
advice2	4	9	<1>더 좋은 테마파크를 목표로 하려면\n손님 입장에서 생각하는\n발상의 전환이 필요해.<P>줄 서는 손님의 지루함은 곧 불만이 돼.\n손님이 질리지 않게 신경 쓰는 게 중요해.<P>엔터테이너를 배치하거나\n대기줄에 나무를 늘어놓기만 해도\n기분을 풀어 줄 수 있어!
advice2	4	10	<1>더 좋은 테마파크를 목표로 하려면\n손님 입장에서 생각하는\n발상의 전환이 필요해.<P>손님이 파크 안을 오래 걸어 다니면\n지쳐서 돌아가 버려.<P>안내 표지판, 일방통행로를 써 보자.\n개수는 신경 쓰지 마.\n우선 당신 마음대로 배치해 봐.
advice2	5	1	<2>어트랙션, 상점의\n효과적인 조합을 알려 줄게.\n조금만 궁리하면 매출 상승, 틀림없어!<P>소금을 늘린 빅 프라이 포테이토 옆에\n동키 콜라를 설치해 봐.<P>목마른 손님은 분명 음료를\n원하겠지. 치사한 거 아니냐고?\n이것도 엄연한 테크닉이야!
advice2	5	2	<2>어트랙션, 상점의\n효과적인 조합을 알려 줄게.\n조금만 궁리하면 매출 상승, 틀림없어!<P>바운시캐슬에는 아이들이 많이 모여.\n그곳에 월리 아이스를 여는 거야!<P>아이들은 모두 아이스크림을 좋아해.\n월리 아이스의 매출 상승은 틀림없어!
advice2	5	3	<2>고스트하우스는 아주 무서운 어트랙션.\n스릴을 원하는 어른들이 많이 모여.<P>그곳에 커피숍이나\n비어하우스를 열어 보는 거야.<P>어른들이 잔뜩 서성거리니까\n매출도 쑥쑥 올라!\n이건 기대할 만하지!
advice2	5	4	<2>어트랙션, 상점은 경관을 연출하면\n수익을 더 올릴 수 있어.<P>고스트하우스 주위에\n"수상한 나무"를\n많이 배치해 보자.<P>이것만으로 무서움이 확 올라가!\n이런 자연스러운 연출로\n집객력도 분명 오를 거야!
advice2	5	5	<2>동선이라 불리는 사람의 움직임과 흐름을 이용한\n비장의 집객 테크닉을 알려 줄게.<P>벌룬 스토어 같은 기념품 가게는\n입장 게이트 부근에 열어 봐.<P>테마파크를 즐긴 손님은\n모두 돌아갈 때 출구로 향하잖아?\n그걸 잘 이용하자!
advice2	5	6	<2>어트랙션, 상점의\n효과적인 조합을 알려 줄게.\n조금만 궁리하면 매출 상승, 틀림없어!<P>소금을 늘린 빅 프라이 포테이토 옆에\n동키 콜라를 설치해 봐.<P>목마른 손님은 분명 음료를\n원하겠지. 치사한 거 아니냐고?\n이것도 엄연한 테크닉이야!
advice2	5	7	<2>어트랙션, 상점의\n효과적인 조합을 알려 줄게.\n조금만 궁리하면 매출 상승, 틀림없어!<P>바운시캐슬에는 아이들이 많이 모여.\n그곳에 월리 아이스를 여는 거야!<P>아이들은 모두 아이스크림을 좋아해.\n월리 아이스의 매출 상승은 틀림없어!
advice2	5	8	<2>고스트하우스는 아주 무서운 어트랙션.\n스릴을 원하는 어른들이 많이 모여.<P>그곳에 커피숍이나\n비어하우스를 열어 보는 거야.<P>어른들이 잔뜩 서성거리니까\n매출도 쑥쑥 올라!\n이건 기대할 만하지!
advice2	5	9	<2>어트랙션, 상점은 경관을 연출하면\n수익을 더 올릴 수 있어.<P>고스트하우스 주위에\n"수상한 나무"를\n많이 배치해 보자.<P>이것만으로 무서움이 확 올라가!\n이런 자연스러운 연출로\n집객력도 분명 오를 거야!
advice2	5	10	<2>동선이라 불리는 사람의 움직임과 흐름을 이용한\n비장의 집객 테크닉을 알려 줄게.<P>벌룬 스토어 같은 기념품 가게는\n입장 게이트 부근에 열어 봐.<P>테마파크를 즐긴 손님은\n모두 돌아갈 때 출구로 향하잖아?\n그걸 잘 이용하자!
advice2	5	11	<2>어트랙션, 상점의\n효과적인 조합을 알려 줄게.\n조금만 궁리하면 매출 상승, 틀림없어!<P>소금을 늘린 빅 프라이 포테이토 옆에\n동키 콜라를 설치해 봐.<P>목마른 손님은 분명 음료를\n원하겠지. 치사한 거 아니냐고?\n이것도 엄연한 테크닉이야!
advice2	6	1	<1>기다리고 있었어요, 오너.\n테마파크 가이드 투어에 오신 것을 환영해요.
advice2	6	2	<2>저는 크리스탈 모어.\n지금부터 안내를 맡겠습니다.\n잘 부탁드려요.
advice2	6	3	<1>그럼 지금부터 테마파크\n만드는 법을 튜토리얼 형식으로\n함께 배워 봐요.
advice2	6	4	<1>그 전에 하나. START 버튼으로\n언제든지 이 가이드 투어를 건너뛸 수 있어요.\n기억해 두세요.
advice2	6	5	<1>준비되셨나요?\n그럼 먼저 "보도"를 깔아 봐요.
advice2	6	6	<1>손님이 파크를 기분 좋게 즐기려면\n자유롭게 오갈 수 있는 보도가 꼭 필요해요.
advice2	6	7	<1>깜빡이는 아이콘을 봐 주세요.\n이것이 "보도 아이콘"이에요.\n터치해 주시겠어요?
advice2	6	8	<1>파크 화면을 봐 주세요.\n깜빡이는 선 위를\n터치펜으로 따라 그려 보세요.
advice2	6	9	<1>보도가 깔렸네요.\n그럼 같은 요령으로 하나 더\n보도를 깔아 봐요.
advice2	6	10	<2>OK. 간단하죠?\n그럼 오너,\n이 기세로 배워 나가요.
advice2	6	11	<1>그럼 다음은 테마파크에 빠질 수 없는\n"어트랙션"을 설치해 봐요.
advice2	6	12	<1>깜빡이는 "어트랙션 설치 아이콘"\n을 터치해 주시겠어요?
advice2	6	13	<1>화면이 바뀌었네요.\n아래 화면을 봐 주세요.\n이것이 "어트랙션 구입 화면"이에요.
advice2	6	15	<1>그럼\n바운시캐슬을\n터치해 주시겠어요?
advice2	6	16	<1>바운시캐슬의 설명문이\n표시되었어요. 어트랙션의 특징은\n여기서 파악해 두세요.
advice2	6	17	<1>다음은 바운시캐슬을 한 번 더\n터치해서 선택해 봐요.
advice2	6	18	<1>다시 화면이 바뀌었어요.\n그럼 선택 중인\n바운시캐슬을 배치해 봐요.
advice2	6	19	<1>터치펜으로\n바운시캐슬을 깜빡이는 곳으로\n옮겨 주세요.
advice2	6	20	<1>위치가 정해지면\nOK 아이콘이 표시될 거예요.\nOK 아이콘을 터치해 주시겠어요?
