#파일	묶음	번호	KO
LANG0	0	189	판매 수
LANG0	0	190	어트랙션
LANG0	0	191	상점
LANG0	0	192	시설
LANG0	0	193	직원
LANG0	0	194	보도
LANG0	0	195	취소
LANG0	0	196	파라솔 체어 
LANG0	0	197	입구는 완성된 코스를 따라\n설치하세요.
LANG0	0	198	롤러하우스는 코스를 완성한 뒤\n코스를 따라 설치하세요.
LANG0	0	199	피에로 쇼 
LANG0	0	200	웨스턴 쇼 
LANG0	0	201	돌고래 쇼 
LANG0	0	202	콜로세움 
LANG0	0	203	모노레일 
LANG0	0	204	소금 양
LANG0	0	205	얼음 양
LANG0	0	206	고기 양
LANG0	0	207	물 희석량
LANG0	0	208	설탕 양
LANG0	0	209	카페인 양
LANG0	0	211	토이자마스 
LANG0	0	212	벌룬 스토어 
LANG0	0	213	설치하려면 %s 필요합니다.\n자금이 부족해 설치할 수 없네요.
LANG0	0	214	청소부 
LANG0	0	215	정비공 
LANG0	0	216	엔터테이너 
LANG0	0	217	분류
LANG0	0	218	시간
LANG0	0	219	상점 
LANG0	0	220	어트랙션 
LANG0	0	221	목록 
LANG0	0	225	설치 비용
LANG0	0	226	구입
LANG0	0	227	코스
LANG0	0	228	스페셜
LANG0	0	230	꼬꼬 군 
LANG0	0	231	마초맨 
LANG0	0	232	경비원 
LANG0	0	236	자금
LANG0	0	237	만족도
LANG0	0	238	흥분도
LANG0	0	239	규모
LANG0	0	240	쾌적도
LANG0	0	241	오락도
LANG0	0	242	다음
LANG0	0	243	이전
LANG0	0	244	게임
LANG0	0	245	수입
LANG0	0	246	수지
LANG0	0	247	지출
LANG0	0	248	워터 스플래시 
LANG0	0	249	고용비
LANG0	0	250	열의
LANG0	0	252	상세
LANG0	0	255	슈퍼 스피너 
LANG0	0	256	수상한 나무 
LANG0	0	257	캐슬 기프트 
LANG0	0	258	오락실 
LANG0	0	259	커피숍 
LANG0	0	260	버라이어티숍 
LANG0	0	261	불１２３４ 
LANG0	0	262	몰입도
LANG0	0	263	승자/이용자 수
LANG0	0	264	승률
LANG0	0	265	경품 가격(상금)
LANG0	0	266	게임 요금
LANG0	0	274	코코넛 샷 
LANG0	0	275	아이스크림 
LANG0	0	276	감자튀김 
LANG0	0	277	햄버거 
LANG0	0	278	콜라 
LANG0	0	279	맥주 
LANG0	0	280	커피 
LANG0	0	281	노동 시간
LANG0	0	282	스테이크 
LANG0	0	283	스테이크하우스 
LANG0	0	284	흔한 화장실 
LANG0	0	286	목표 유원지왕 
LANG0	0	287	반칙했구나 %s !!
LANG0	0	294	생각
LANG0	0	295	말풍선의 의미
LANG0	0	296	플라네타리움 
LANG0	0	297	로켓 플래닛 
LANG0	0	298	꽥꽥 샷 
LANG0	0	299	더비 메달리온 
LANG0	0	300	럭키 샷 
LANG0	0	302	기분
LANG0	0	303	화장실 이용자
LANG0	0	304	판잣집 화장실 
LANG0	0	305	번 
LANG0	0	306	지고의 화장실 
LANG0	0	307	틴캔 앨리 
LANG0	0	308	세이브
LANG0	0	309	로드
LANG0	0	310	속도 설정
LANG0	0	311	BGM 설정
LANG0	0	312	전체 지도
LANG0	0	313	타이틀로
LANG0	0	314	로드 중입니다…\n전원을 끄거나 DS 카드를\n뽑지 마세요.
LANG0	0	315	세이브 중입니다…\n전원을 끄거나 DS 카드를\n뽑지 마세요.
LANG0	0	316	정말 이 직원을 해고할까요?
LANG0	0	317	경제 그래프
LANG0	0	318	은행
LANG0	0	319	입장객
LANG0	0	320	재고 관리
LANG0	0	321	연구
LANG0	0	322	주식
LANG0	0	323	각종 목록
LANG0	0	324	현재 티켓 가격
LANG0	0	325	새 티켓 가격
LANG0	0	326	타이틀 화면으로 돌아갑니다.\n세이브하지 않았다면 현재 플레이 데이터는\n사라집니다. 괜찮습니까?
LANG0	0	327	수리 중인 기구
LANG0	0	328	매월 이익
LANG0	0	329	프랑스 베이커리
LANG0	0	330	마하라자 카레
LANG0	0	331	런던 택시 티
LANG0	0	332	양철 로봇
LANG0	0	333	대괴수
LANG0	0	334	유령 군
LANG0	0	335	점보 씨
LANG0	0	336	해적
LANG0	0	337	우주비행사
LANG0	0	338	닌자
LANG0	0	339	바니걸
LANG0	0	340	웨이트리스
LANG0	0	341	카우걸
LANG0	0	342	펑크스
LANG0	0	343	좀비
LANG0	0	344	오른쪽 표지판
LANG0	0	345	왼쪽 표지판
LANG0	0	346	현재 위치
LANG0	0	347	위쪽 표지판
LANG0	0	348	아래쪽 표지판
LANG0	0	349	입장 게이트
LANG0	0	350	테마파크 세이브 파일이 손상되어 삭제됩니다.
LANG0	0	351	데이터를 덮어쓸 수 없었습니다.\nDS 본체 전원을 끄고 DS 카드를\n한 번 뺐다가 다시 꽂아 주세요.
LANG0	0	352	데이터를 읽을 수 없었습니다.\nDS 본체 전원을 끄고 DS 카드를\n한 번 뺐다가 다시 꽂아 주세요.
LANG0	0	353	게임 데이터를 로드했습니다.
LANG0	0	354	게임 데이터를 세이브했습니다.
LANG0	0	355	캐나디안 새먼
LANG0	0	356	피자 콜로세움
LANG0	0	357	엠파이어스테이트 플라이
LANG0	0	358	매직 카펫
LANG0	0	359	바운시캐슬 -J
LANG0	0	360	드래곤 누들
LANG0	0	361	당케 프랑크푸르트
LANG0	0	362	펭귄 카페
LANG0	0	363	스패니시 파에야
LANG0	0	364	캐슬 피로시키
LANG0	0	365	사바나 트리
LANG0	0	366	크로커다일 쇼크
LANG0	0	367	퍼레이드 컵
LANG0	0	368	엠파이어스테이트 플라이
LANG0	0	369	빵
LANG0	0	370	향신료
LANG0	0	371	생선
LANG0	0	372	소시지
LANG0	0	373	피자
LANG0	0	374	파에야
LANG0	0	375	피로시키
LANG0	0	376	차
LANG0	0	377	다음 나라
LANG0	0	378	포기
LANG0	0	379	중화면
LANG0	0	380	현재 세이브 데이터에 덮어쓸까요?
LANG0	0	381	세이브 데이터를 로드할까요?
LANG0	1	0	휴먼
LANG0	1	1	빙고하이웨이
LANG0	1	2	프로페서머니백
LANG0	1	3	S존스턴
LANG0	1	4	M대처
LANG0	1	5	V글래드스턴
LANG0	1	6	닉홀
LANG0	1	7	J케네디
LANG0	1	8	사이먼힐
LANG0	1	9	R닉슨
LANG0	1	10	J반스
LANG0	1	11	다르샨쿠무란
LANG0	1	12	B피셔
LANG0	1	13	샘불렌
LANG0	1	14	C스톤
LANG0	1	15	R레이건
LANG0	1	16	앨런잉검
LANG0	1	17	R애틀리
LANG0	1	18	H콜
LANG0	1	19	몰트위즈니
LANG0	1	20	제인
LANG0	1	21	D자르너
LANG0	1	22	A아인슈타인
LANG0	1	23	B클린턴
LANG0	1	24	L올리비에
LANG0	1	25	C크로퍼드
LANG0	1	26	제스월드
LANG0	1	27	페즈월드
LANG0	1	28	마즈월드
LANG0	1	29	스위트월드
LANG0	1	30	존스월드
LANG0	1	31	식월드
LANG0	1	32	배드월드
LANG0	1	33	샥스월드
LANG0	1	34	와키월드
LANG0	1	35	잭스월드
LANG0	1	36	레인스월드
LANG0	1	37	페인스월드
LANG0	1	38	제인스월드
LANG0	1	39	스미스월드
LANG0	1	40	스미스월드
LANG0	1	41	스미스월드
LANG0	2	0	상세 랭킹 %s년
LANG0	2	1	종합
LANG0	2	3	가장 부유한 오너
LANG0	2	4	가장 큰 테마파크
LANG0	2	5	가장 활기찬 테마파크
LANG0	2	6	가장 쾌적
LANG0	2	7	가장 유쾌한 테마파크
LANG0	2	8	손님이 가장 즐거운 곳
LANG0	3	0	하늘을 나는 기분을 맛볼 수 있는 고성능 머신.\n인기는 대단하지만, 수명이 짧은 게 흠입니다.
LANG0	3	1	나무 집에 올라 파크를 한눈에 볼 수 있습니다.\n정원이 적으니\n대기 줄에 주의합시다.
LANG0	3	2	좌우로 크게 흔들리는 해적선.\n스릴을 원하는 손님에게 인기 만점입니다.
LANG0	3	3	빙글빙글 도는 커피컵.\n인기가 있고 고장도 적어서\n자금이 적을 때 크게 활약합니다.
LANG0	3	4	나무로 만든 거대 미로. 대기 시간이 짧고\n거의 고장 나지 않지만, 인기는 별로입니다.
LANG0	3	5	카트를 타고 체험하는 유령의 집.\n가격은 비싸지만\n내구력이 뛰어나고 인기도 꽤 있습니다.
LANG0	3	6	스릴과 서스펜스 만점의 유령 저택.\n인기, 내구성 모두 높아\n많은 손님을 기대할 수 있지만 비쌉니다.
LANG0	3	7	고무보트를 타고 물길을 미끄러져 내려갑니다.\n인기, 내구력 모두 높지만\n쉽게 질리는 게 단점.
LANG0	3	8	카트를 타고 레이서 기분을 맛볼 수 있습니다.\n코스 설계가 나쁘면\n사고가 나기 쉬우니 주의.
LANG0	3	9	스릴과 박력은 보증합니다.\n파크 최고의 볼거리가 될 겁니다.\n안전 제일, 코스 설계는 신중하게.
LANG0	3	10	롤러코스터에 달아\n코스를 한 바퀴 회전시키는 파츠.\n스릴이 한층 높아집니다.
LANG0	3	11	롤러코스터에\n비틀기를 더하는 전용 파츠.\n인기는 오르지만 내구도는 떨어집니다.
LANG0	3	12	큰 바퀴가 느긋하게 도는 관람차.\n비싸지만 내구성은 발군입니다.
LANG0	3	13	빙글빙글 도는 멋진 비행기.\n가격은 비싼 편이지만 내구력이 높고\n가족에게 인기가 있습니다.
LANG0	3	14	성 위에서 뛰고 튀는 트램펄린.\n아이들에게 인기. 고장 나기 쉬우니 주의!
LANG0	3	15	360도 빙글 한 바퀴. 기분은 우주비행사.\n고장이 적고 인기가 높은\n추천 기종입니다.
LANG0	3	16	나무로 만든 롤러코스터.\n보통 코스터보다 흥분도는 낮은 편.\n설계에 따라 사고율이 올라갑니다.
LANG0	3	17	우드코스터에 달아\n인기를 높이는 파츠. 코스터가\n물보라를 일으키며 달려 나갑니다.
LANG0	3	18	파크 안을\n천천히 둘러볼 수 있는 어트랙션입니다.\n내구력은 매우 높지만 스릴이 부족합니다.
LANG0	3	19	큰 뱀 모양의 미끄럼틀.\n고장 나기 쉽지만\n가격이 저렴해 아이들에게 인기입니다.
LANG0	3	20	높은 곳에서\n파크의 멋진 경치를 즐길 수 있습니다.\n다만 인기, 내구력 모두 낮은 편입니다.
LANG0	3	21	파라솔 달린 의자가 빙글빙글!\n가족, 커플에게 인기 만점이지만\n고장 나기 쉬우니 주의하세요.
LANG0	3	22	카우보이 스턴트맨이\n박력 만점의 쇼를 선보입니다.\n스릴 만점, 내구력도 높습니다.
LANG0	3	23	피에로들이 즐거운 쇼를 펼칩니다.\n정원은 매우 많지만\n금방 질릴 것 같습니다.
LANG0	3	24	귀여운 돌고래들의 즐거운 쇼.\n아이부터 어른까지\n폭넓은 인기를 기대할 수 있습니다.
LANG0	3	25	중세를 무대로 한 연극 어트랙션.\n인기가 꽤 있으니\n손님을 끌어모을 겁니다.
LANG0	3	26	전체가 빙글빙글 회전하는 스릴을 즐깁니다.\n인기, 내구성 모두 높은 하이테크 머신입니다.
LANG0	3	27	밤하늘의 아름다움을 만끽할 수 있습니다.\n인기는 꽤 있지만\n금방 질리는 경향이 있습니다.
LANG0	3	28	우주를 산책하는 듯한 신비한 기분을 맛봅니다.\n저렴하지만 정원이 많고\n인기도 그럭저럭입니다.
LANG0	3	29	고층 빌딩 주위를 비행기로 나는\n스릴 가득한 어트랙션입니다.
LANG0	3	30	엄숙한 일본의 성이 사실은 트램펄린!?\n이 반전이 손님들에게 대인기입니다.
LANG0	3	31	피라미드를 배경으로\n빙글빙글 도는 마법의 카펫.\n스릴도 분위기도 만점입니다.
LANG0	3	32	대자연 속 작은 집에서 정글 체험.\n많은 동물에 둘러싸이면 마음이 편안해집니다.
LANG0	3	33	거대한 악어 입 옆을 카트를 타고 이동!\n자연의 경이를 체감할 수 있습니다.
LANG0	3	34	카니발 분위기를 맛볼 수 있는 어트랙션.\n마음속 깊이 흥겨운 기분이 됩니다.
LANG0	3	35	이 어트랙션은\n테마파크마다 하나만 설치할 수 있으므로\n구입할 수 없습니다.
LANG0	4	1	목표 유원지왕
LANG0	4	2	치사해 %s!
LANG0	4	3	 날짜        내역                                             지출            수입         잔액
LANG0	4	4	재고 화면
LANG0	4	5	상품 단가
LANG0	4	6	재고량
LANG0	4	7	총액
LANG0	4	8	발주 수
LANG0	4	9	납품 예정일
LANG0	4	10	발주 수량
LANG0	4	11	노사 협상
LANG0	4	12	매입 협상
LANG0	4	14	당신은\n직원 임금 인상에 동의했습니다.
LANG0	4	16	당신과 직원은\n임금 동결에 합의했습니다.
LANG0	4	17	정비공 임금： %s
LANG0	4	18	청소부 임금： %s
LANG0	4	19	엔터테이너 임금： %s
LANG0	4	20	마우스를 왼쪽 클릭하세요.
LANG0	4	24	노사 협상이 결렬되었습니다.
LANG0	4	25	노조와 임금 협정을 맺지 못했습니다.
LANG0	4	26	매입 협상이 결렬되었습니다.
LANG0	4	27	상품 입하가 중단됩니다.
LANG0	4	28	연구 개발 화면
LANG0	4	30	취소
LANG0	4	31	로드
LANG0	4	32	그런 파일은 없습니다.
LANG0	4	33	파일을 왼쪽 클릭
LANG0	4	34	선택
LANG0	4	35	클릭해서 로드
LANG0	4	36	게임 로드
LANG0	4	37	소유
LANG0	4	38	이름
LANG0	4	39	주식 자본
LANG0	4	40	자금
LANG0	4	41	소유하기
LANG0	4	42	구입
LANG0	4	43	매각
LANG0	4	48	발주 수
LANG0	4	51	테마파크 안의 손님 수
LANG0	4	52	버스에 탄 손님 수
LANG0	4	53	새 이름은 무엇입니까?
LANG0	4	54	주문하기
LANG0	4	55	1 회!
LANG0	4	56	2 회!!
LANG0	4	58	현재 게임 레벨에서는\n이 화면을 조작할 수 없습니다
LANG0	4	59	어느 나라에 테마파크를 지을까요?
LANG0	4	61	취소
LANG0	4	62	선택
LANG0	4	63	크기
LANG0	4	64	메인 메뉴로 돌아가도 괜찮습니까?
LANG0	4	65	총액
LANG0	4	66	주식：유효 주식 수와 주가→
LANG0	4	67	↓순위
LANG0	4	68	자금→
LANG0	4	69	↑주주 목록：
LANG0	4	70	↓보유 주식 목록： 
LANG0	4	71	보유주 시가총액
LANG0	4	72	토지 권리를\n정부로부터 %s에 살까요?
LANG0	4	73	%s 님은\n정부로부터 토지를 %s에 삽니다.
LANG0	4	74	팔 주식이 없습니다
LANG0	4	75	자금이 부족해 살 수 없습니다
LANG0	4	76	살 주식이 없습니다
LANG0	4	77	연말 결산 보고
LANG0	4	78	올해
LANG0	4	79	작년
LANG0	4	80	파크 가치
LANG0	4	81	주가
LANG0	4	82	잔여금
LANG0	4	83	차입금
LANG0	4	84	차입 한도액
LANG0	4	85	수입
LANG0	4	86	지출
LANG0	4	87	배당 수령
LANG0	4	88	배당 지급
LANG0	4	89	부동산세
LANG0	4	90	즉시 토지 구입
LANG0	4	91	테마파크 매각
LANG0	4	93	토지 구입
LANG0	4	94	적자에서 벗어나지 못하면\n내년에는 파산합니다.
LANG0	4	95	어떻게든 하지 않으면\n내년에 당신의 주가가 폭락합니다.
LANG0	4	96	입하 중단 중. 매입할 수 없습니다.
LANG0	4	98	당신의 테마파크를 경매에 부쳐도 괜찮습니까?
LANG0	4	99	닉네임은 무엇입니까?
LANG0	4	100	테마파크를 경매에 부칩니다
LANG0	4	102	처음부터 다시 할까요?
LANG0	4	107	지독히 어려움
LANG0	4	108	매우 나쁨
LANG0	4	109	나쁨
LANG0	4	110	금리
LANG0	4	111	차입금 소계
LANG0	4	112	전주비
LANG0	4	113	보유 수
LANG0	4	114	주가
LANG0	4	115	발행 수
LANG0	5	0	어트랙션 설치 비용
LANG0	5	1	상점 설치 비용
LANG0	5	2	시설 설치 비용
LANG0	5	3	퇴직 수당 
LANG0	5	4	월간 상점 매출
LANG0	5	5	월간 입장료 수입
LANG0	5	6	직원 고용비
LANG0	5	7	이자 지급
LANG0	5	8	복리 지급
LANG0	5	9	차입금 상환
LANG0	5	10	차입
LANG0	5	11	주식 매입
LANG0	5	12	주식 매각
LANG0	5	13	인건비
LANG0	5	14	불량배 고용
LANG0	5	15	평가 보너스
LANG0	5	16	매입
LANG0	5	17	도매
LANG0	5	18	연구 개발
LANG0	5	19	상금 지급
LANG0	5	20	시설 업그레이드
LANG0	5	21	배당 수입
LANG0	5	22	배당 지출
LANG0	5	23	통로 부설
LANG0	5	24	기타
LANG0	5	25	부동산세 지급
LANG0	6	1	어트랙션 개량
LANG0	6	2	어트랙션 개발
LANG0	6	3	상점 개발
LANG0	6	4	직원 훈련
LANG0	6	5	파크 시설 개발
LANG0	6	6	시설 개수
LANG0	6	7	머니
LANG0	6	8	남은 자금
LANG0	6	9	더 튼튼하게, 더 크게, 더 싸게, 더 빠르게, 어트랙션 개량
LANG0	6	10	롤러코스터나 버추얼 플라이트 같은 강력한 새 어트랙션 개발
LANG0	6	11	스테이크하우스나 오락실 같은 더 크고 고급스러운 새 상점 개발
LANG0	6	12	더 능률적으로, 재빨리 일하도록 직원 교육
LANG0	6	13	나무, 울타리, 화장실 등 시설의 신규 개발과 업그레이드
LANG0	6	14	버스 정원 늘리기, 창고 크기 확장
LANG0	6	15	-- 완료 --
LANG0	6	16	현재 비용
LANG0	6	17	새 비용
LANG0	6	18	총 투자액
LANG0	7	0	차갑고 달콤~한 아이스크림 가게.\n폭넓은 층에게 인기가 있지만, 재고에 주의.
LANG0	7	1	바삭하게 갓 튀긴 감자튀김 가게.\n다른 음식점과 함께 두면\n상승효과를 기대할 수 있습니다.
LANG0	7	2	파크에서 가장 인기 있는 음식점. 잘 팔리고\n손님 평판도 좋지만, 쓰레기가 많이 나오니 주의.
LANG0	7	3	부자 기분을 낼 수 있는 레스토랑.\n설치 가격은 비싼 편이지만\n손님 만족도도 매우 높습니다.
LANG0	7	4	콜라를 파는 가게.\n흥분도 높은 어트랙션과 궁합이 발군입니다.
LANG0	7	5	맥주를 파는 가게. 어른들에게 대인기입니다.\n식욕을 돋우는 효과로\n부가 수익을 기대할 수 있습니다.
LANG0	7	6	커피를 마실 수 있는 가게.\n상품을 매입할 필요가 없어 재고 걱정 없이\n장사할 수 있는 귀한 가게입니다.
LANG0	7	7	아이들에게 인기 있는 장난감 가게입니다.\n설치 가격이 비싼 데 비해 상품 단가는 쌉니다.
LANG0	7	8	테마파크에 빼놓을 수 없는 필수 아이템,\n풍선을 파는 가게입니다.\n인기가 높아 많은 손님이 삽니다.
LANG0	7	9	테마파크의 기념품 가게입니다.\n사람이 많은 곳에 열면\n높은 매출을 기대할 수 있습니다.
LANG0	7	10	테마파크 최고의 오락 시설.\n설치 가격은 비싸지만\n막대한 매출도 기대할 수 있을 겁니다.
LANG0	7	11	파크 기념품이나\n자잘한 소품을 파는 가게입니다.
LANG0	7	12	공을 던져 야자열매를 떨어뜨리는 게임.\n아이들에게 인기가 있습니다.
LANG0	7	13	달리는 말에 공을 맞히는 게임.\n아이보다 어른에게 인기가 있습니다.
LANG0	7	14	물총으로 오리 인형을 쏘는 게임.\n몰입도는 낮지만 아이들에게 인기가 있습니다.
LANG0	7	15	물총으로 조준 사격하는\n본격 슈팅 게임. 흥분도는 최고!\n폭넓은 층에게 인기가 있습니다.
LANG0	7	16	양철 깡통에 던져 넣은\n구슬 수를 겨루는 게임. 인기는 그럭저럭.\n설치하려면 넓은 장소가 필요합니다.
LANG0	7	17	개선문을 모티브로 한 베이커리.\n빵부터 케이크, 구운 과자까지 폭넓은 구성.
LANG0	7	18	카레를 즐길 수 있는 에스닉 레스토랑.\n그 매운맛에 틀림없이 중독될 겁니다!
LANG0	7	19	2층 버스 모양의 찻집.\n향긋한 홍차와 함께 편안한 한때를.
LANG0	7	20	사르르 녹는 치즈를 얹은\n따끈따끈한 피자를 파는 가게.\n바삭한 식감이 대인기.
LANG0	7	21	나이아가라 폭포 모양의 레스토랑.\n캐나다 직송, 신선한 연어 요리를 맛보세요.
LANG0	7	22	거대한 용이 상징인 라멘 가게.\n4000년 역사가 만들어 낸\n비전의 맛을 즐겨 보세요.
LANG0	7	23	사그라다 파밀리아 모양의 레스토랑.\n산해진미를 듬뿍 담은\n본격 파에야를 맛볼 수 있습니다.
LANG0	7	24	귀여운 펭귄이 상징인 카페.\n겉보기엔 시원해도 가게 안은 늘 핫합니다.
LANG0	7	25	러시아 명물 피로시키를 파는 가게.\n부담 없이 먹을 수 있어서\n파크와 궁합이 발군!
LANG0	7	26	엄선한 돼지고기로 만든\n씹는 맛이 좋은 소시지를\n맛볼 수 있는 레스토랑입니다.
LANG0	8	0	엔터테이너를 고용하면\n비 오는 날이나 긴 줄에도 손님은 신이 나고\n경영은 순풍에 돛 단 듯!
LANG0	8	1	어트랙션의 정비와\n수리를 담당합니다.
LANG0	8	2	쓰레기 줍기, 화장실 청소,\n잔디 손질을 담당하는 청소 직원입니다.
LANG0	8	3	미아 돌보기와 길 안내,\n그리고 테마파크의 치안을 지키는\n믿음직한 직원입니다.
LANG0	8	4	상어 모습을 한 엔터테이너.\n엉뚱한 몸짓과 쾌활한 성격으로\n손님을 즐겁게 합니다.
LANG0	8	5	곰 모습을 한 엔터테이너.\n깡충깡충 뛰며 즐거움을 퍼뜨립니다.
LANG0	8	6	커다란 닭 모습을 한 엔터테이너.\n날개를 파닥이는 액션에\n아이들은 눈을 떼지 못합니다.
LANG0	8	7	공룡 모습을 한 엔터테이너.\n초롱초롱한 눈의 귀여운 장사.\n폭넓은 층에게 인기가 있습니다.
LANG0	8	8	울퉁불퉁 근육남. 늠름한 팔을 지닌\n나이스 가이. 미워할 수 없는 징그러움으로\n의외로 여성에게 인기.
LANG0	8	9	문어 같은 오징어 같은 수수께끼 엔터테이너.\n그 신기한 외모로\n많은 손님의 주목을 받습니다.
LANG0	8	10	레트로 디자인 로봇 모습의 엔터테이너.\n등에 달린 태엽이 매력 포인트.
LANG0	8	11	괴수 모습의 엔터테이너.\n입에서 뿜는 거대한 불꽃에\n손님들은 눈을 떼지 못합니다!
LANG0	8	12	유령 모습의 엔터테이너.\n무섭지만 귀여워.\n자꾸만 쫓기고 싶어집니다.
LANG0	8	13	거인 엔터테이너.\n그 덩치와 호쾌한 액션에\n첫눈에 반하는 손님이 속출합니다.
LANG0	9	0	물가에 어울리는 식물.\n모아서 배치하면\n그곳은 마치 열대 정글 같아요.
LANG0	9	1	한여름 분위기를 연출해 주는 식물.\n크기는 큰 편입니다.
LANG0	9	2	앤티크한 디자인의 가로등.\n파크를 화려하게 밝힙니다.
